row_id,job_id,resume_id,pool_source,pred_prob,claude_label,gpt_label,gemini_label,majority_label,agreement,is_unanimous,embedding_similarity,tfidf_similarity,skill_overlap,weighted_skill_score,num_missing_skills,avg_missing_skill_importance,years_of_experience,title_similarity,resume_category,job_position_title
1020,733,178,B_xcat,0.5226424577243393,1,0,0,0,2-1,False,0.6342072,0.027482262,0.0,0.0,2,5.0,8.0,0.5970299,DESIGNER,Sales Associate / Design Consultant - Full Time
1021,777,900,C_rand,0.5009156121569783,0,0,0,0,3-0,True,0.64913625,0.072112754,0.33333334,0.30388921,6,5.0,0.0,0.2926184,FITNESS,Senior Accountant (Remote)
1022,397,848,A_mid,0.5168572047140727,0,0,0,0,3-0,True,0.4888855,0.08020668,0.25,0.25,3,5.0,12.0,0.5408678,FITNESS,Human Resources Manager
1023,389,576,C_rand,0.4300088440000592,1,0,1,1,2-1,False,0.56031144,0.04371617,0.0,0.0,2,3.79664,17.0,0.32855523,BUSINESS-DEVELOPMENT,Retail Sales Associate
1024,392,887,B_xcat,0.5123471089300373,1,1,1,1,3-0,True,0.66083497,0.062219184,0.5,0.5,2,5.0,0.0,0.14609043,FITNESS,Part-Time Retail Sales Associate
1025,779,2287,B_xcat,0.5011722702789063,0,0,0,0,3-0,True,0.58701336,0.0666286,0.16666667,0.18120354,5,4.518656,2.0,0.4855498,ARTS,Staff Accountant
1026,0,782,B_xcat,0.4941932216715819,0,1,1,1,2-1,False,0.551737,0.067995965,0.25,0.28419942,3,4.19776,0.0,0.45346215,HEALTHCARE,Sales Specialist
1027,310,316,B_xcat,0.4673739710621837,0,1,0,0,2-1,False,0.57679003,0.08315289,0.25,0.26600498,6,4.59888,0.0,0.36374986,INFORMATION-TECHNOLOGY,Senior Sales Marketing Specialist (Programmatic)
1028,628,2447,B_xcat,0.5709631092185384,0,1,0,0,2-1,False,0.5275859,0.08329002,0.4,0.4,3,5.0,15.0,0.43730092,AVIATION,Sales Associate Full Time - Market Mall
1029,340,287,C_rand,0.4036071927457327,0,0,0,0,3-0,True,0.60854,0.04528208,0.0,0.0,1,5.0,0.0,0.28130716,INFORMATION-TECHNOLOGY,Remote Education Advocate
1030,66,583,C_rand,0.4587438129787438,0,0,0,0,3-0,True,0.44946757,0.03456043,0.0,0.0,0,0.0,11.0,0.42523602,BUSINESS-DEVELOPMENT,Software Engineer (Web)
1031,625,2138,A_mid,0.4840486890204941,1,0,1,1,2-1,False,0.45054188,0.054038733,0.0,0.0,0,0.0,0.0,0.33882153,PUBLIC-RELATIONS,Sales Associate - Dalhousie
1032,658,1592,A_mid,0.4422083889675231,0,0,0,0,3-0,True,0.42571107,0.05707129,1.0,1.0,0,0.0,0.0,0.27602798,FINANCE,Registrar
1033,820,1949,B_xcat,0.4357570376168584,0,0,0,0,3-0,True,0.6337092,0.05479706,0.33333334,0.29566354,6,5.0,13.0,0.31381685,CONSTRUCTION,Sales Associate
1034,362,1261,B_xcat,0.4041747014167454,1,0,1,1,2-1,False,0.58180577,0.039573103,0.0,0.0,3,4.6666665,10.0,0.45221907,DIGITAL-MEDIA,Sales Representative / Sales Associate
1035,479,964,topK,0.5815356071650274,1,0,1,1,2-1,False,0.579969,0.07876464,0.33333334,0.30148143,4,4.39832,0.0,0.42269713,AGRICULTURE,Administrative Assistant
1036,194,1833,C_rand,0.4466138115066902,0,0,0,0,3-0,True,0.4927618,0.08113928,0.125,0.1441343,7,4.24141,20.0,0.52322537,ACCOUNTANT,Fraud Investigator
1037,743,96,C_rand,0.5000969453242644,0,0,0,0,3-0,True,0.5620559,0.08117552,0.0,0.0,4,5.0,0.0,0.40955102,HR,RN Supervisor
1038,227,521,C_rand,0.4125710612264288,0,0,0,0,3-0,True,0.4569863,0.077751726,0.2,0.20833333,4,4.75,3.0,0.61050636,ADVOCATE,Special Agent
1039,723,747,topK,0.4849871055651549,0,0,0,0,3-0,True,0.66672707,0.06604223,0.0,0.0,3,5.0,1.0,0.11078507,HEALTHCARE,Patient Engagement Liaison
1040,755,2394,B_xcat,0.4371953207254795,0,1,0,0,2-1,False,0.60164213,0.079272605,0.2857143,0.3030303,5,4.6,0.0,0.20283091,AVIATION,"VP, Marketing - Advertising Revenue"
1041,433,303,B_xcat,0.5339470529207568,0,0,0,0,3-0,True,0.5319174,0.089699075,0.33333334,0.3965276,2,3.8047316,5.0,0.23365355,INFORMATION-TECHNOLOGY,Sr Manager - Business Development
1042,139,925,topK,0.4834665031415114,0,0,0,0,3-0,True,0.6095584,0.063272044,0.5,0.5,1,5.0,0.0,0.20220466,AGRICULTURE,Registered Nurse Casual Mount Royal
1043,844,438,A_mid,0.403725901081857,0,0,0,0,3-0,True,0.4761294,0.06986081,0.0,0.0,1,5.0,10.0,0.40022936,TEACHER,Project Intern
1044,578,1829,A_mid,0.412512865791561,0,0,0,0,3-0,True,0.3996895,0.04391056,0.0,0.0,0,0.0,0.0,0.5009508,ACCOUNTANT,Real Estate Agent
1045,670,2357,C_rand,0.4088090066905231,1,0,1,1,2-1,False,0.5605094,0.063838206,0.0,0.0,1,5.0,0.0,0.25665787,ARTS,Work From Home - BEGIN IMMEDIATELY - Data Entry Clerk
1046,26,673,topK,0.4888505554262095,0,0,0,0,3-0,True,0.5941206,0.040182594,0.0,0.0,3,5.0,23.0,0.48432177,BUSINESS-DEVELOPMENT,Digital Marketing Specialist
1047,744,91,A_mid,0.5907101851379752,0,0,0,0,3-0,True,0.46855348,0.060396697,0.0,0.0,0,0.0,10.0,0.31749868,HR,Correctional Officer
1048,308,1879,A_mid,0.4018471976808372,1,1,1,1,3-0,True,0.46862242,0.05851192,0.5,0.5555556,1,4.0,10.0,0.4681558,ACCOUNTANT,Sales & Marketing Specialist
1049,187,11,C_rand,0.5744703592229322,0,0,0,0,3-0,True,0.640305,0.064322494,0.25,0.25,3,5.0,1.0,0.3703797,HR,Vice President/Practice Leader of Tax
1050,518,697,B_xcat,0.5049416057365433,0,1,0,0,2-1,False,0.5938046,0.07508138,0.25,0.29500043,3,3.9830425,2.5,0.2141905,HEALTHCARE,Vice President/Sr. Director Business Development - CME
1051,21,768,C_rand,0.5588874145815834,0,0,0,0,3-0,True,0.57244825,0.044419747,0.5,0.5,1,5.0,28.0,0.45390245,HEALTHCARE,Chief Executive Officer - CEO Consultant
1052,557,79,topK,0.4902990913376783,0,0,0,0,3-0,True,0.68401694,0.048290346,0.14285715,0.15340586,6,4.59888,0.0,0.40934718,HR,Executive Assistant to CEO at Chartis Federal (Hybrid: Remote ...
1053,317,2357,A_mid,0.4675205969351128,0,0,0,0,3-0,True,0.4993033,0.03393873,1.0,1.0,0,0.0,0.0,0.31529865,ARTS,Pharmacy Marketing Representative
1054,451,1554,C_rand,0.4499994999816545,0,0,0,0,3-0,True,0.5847723,0.07708852,0.25,0.2732742,6,4.4322133,3.0,0.33679658,FINANCE,Licensed Insurance Agent Remote Executive Sales Manager
1055,711,2159,C_rand,0.428482639047714,0,0,0,0,3-0,True,0.52602476,0.08365871,0.0,0.0,5,3.698822,7.0,0.26333022,BANKING,Windows System Administrator
1056,672,649,B_xcat,0.406094291805652,0,0,0,0,3-0,True,0.5878593,0.055185065,0.0,0.0,3,5.0,2.0,0.35828012,BUSINESS-DEVELOPMENT,Software Developer- Entry Level
1057,275,1842,C_rand,0.4884699296546512,0,1,0,0,2-1,False,0.62516767,0.050322175,0.5,0.44832218,2,5.0,0.0,0.32336405,ACCOUNTANT,COORDINATOR - MARKETING
1058,27,740,B_xcat,0.4294280896107904,0,0,0,0,3-0,True,0.6586937,0.0557217,0.125,0.14168912,7,4.326932,8.0,0.28723714,HEALTHCARE,Senior Marketing Specialist
1059,783,644,topK,0.4714180354065396,0,1,0,0,2-1,False,0.58693933,0.07678253,0.25,0.25,3,5.0,0.0,0.24701911,BUSINESS-DEVELOPMENT,Real Estate Attorney (4+ yrs)
1060,15,1305,B_xcat,0.4688709782291321,0,0,0,0,3-0,True,0.63022596,0.07407533,0.0,0.0,7,4.3123655,0.0,0.31134474,DIGITAL-MEDIA,Senior Web Designer (REMOTE)
1061,516,614,topK,0.4965945154976804,0,1,0,0,2-1,False,0.48735523,0.110031135,0.25,0.22317128,9,4.6214757,37.0,0.3046564,BUSINESS-DEVELOPMENT,"Vice President, Head of Global Medical Affairs"
1062,672,881,B_xcat,0.4964691107704752,0,1,0,0,2-1,False,0.6285569,0.07066883,0.33333334,0.33333334,2,5.0,5.0,0.107314475,FITNESS,Software Developer- Entry Level
1063,780,1393,A_mid,0.4673266608861403,0,0,0,0,3-0,True,0.421396,0.042166945,0.0,0.0,0,0.0,20.0,0.3857125,CHEF,Vice President Marketing
1064,630,1098,A_mid,0.5479797941283219,1,0,1,1,2-1,False,0.4072131,0.0372068,0.0,0.0,0,0.0,0.0,0.7882453,SALES,Retail Sales Assistant
1065,788,904,A_mid,0.5649609366816131,0,1,0,0,2-1,False,0.44236037,0.07818322,1.0,1.0,0,0.0,0.0,0.2036892,FITNESS,Administrative assistant
1066,731,83,C_rand,0.4878247585715879,0,0,0,0,3-0,True,0.514461,0.08402651,0.75,0.75,1,5.0,0.0,0.30651373,HR,"Furniture Sales Associates - Bridgewater, N.J."
1067,297,2365,A_mid,0.4176880318587814,1,0,0,0,2-1,False,0.4975418,0.04171411,1.0,1.0,0,0.0,0.0,0.14740965,ARTS,Data Entry - Brecksville
1068,100,1763,topK,0.4572285127321773,0,0,1,0,2-1,False,0.5991223,0.048157964,0.33333334,0.33333334,2,5.0,25.0,0.23188482,ENGINEERING,Vice President Operations
1069,532,43,B_xcat,0.5043043064977931,0,1,0,0,2-1,False,0.65889406,0.055926893,0.0,0.0,3,5.0,0.0,0.2908514,HR,Commercial Construction Manager
1070,625,2034,C_rand,0.501568492536621,1,0,0,0,2-1,False,0.3884769,0.062932104,0.0,0.0,0,0.0,1.0,0.48283744,CONSTRUCTION,Sales Associate - Dalhousie
1071,98,2294,B_xcat,0.4146918877686241,0,0,0,0,3-0,True,0.536797,0.06194397,0.25,0.18066591,3,5.0,0.0,0.43572482,ARTS,Software Developer
1072,789,2437,C_rand,0.4949354535878045,0,0,0,0,3-0,True,0.5079584,0.053954434,0.0,0.0,0,0.0,0.0,0.15699033,AVIATION,Administrative Assistant - Remote / Online / Work From Home (PT/FT)
1073,301,2248,topK,0.553214315062188,0,0,0,0,3-0,True,0.59305215,0.08568797,0.36363637,0.3870403,7,3.7706683,0.0,0.41234976,BANKING,Program Director / Supervising Attorney
1074,496,1241,A_mid,0.4666741747295804,0,0,0,0,3-0,True,0.43030602,0.048976686,1.0,1.0,0,0.0,0.0,0.39189857,DIGITAL-MEDIA,Realtor
1075,364,2170,C_rand,0.4791559327993054,0,0,0,0,3-0,True,0.5284506,0.033865444,1.0,1.0,0,0.0,1.0,0.22633657,BANKING,"Sales Associate Totally Pagoda,Providence Place Mall"
1076,644,2195,C_rand,0.4064910817106902,0,1,0,0,2-1,False,0.47748166,0.09353331,0.0,0.0,3,4.3973117,1.0,0.27696937,BANKING,Large Law Real Estate Associate Attorney
1077,394,313,A_mid,0.5402792021266588,0,0,0,0,3-0,True,0.49634445,0.056365635,0.0,0.0,0,0.0,0.0,0.25144577,INFORMATION-TECHNOLOGY,Therapeutic Coach Team Lead
1078,575,2107,C_rand,0.4302359540283159,0,0,0,0,3-0,True,0.6613498,0.026311789,0.0,0.0,4,5.0,0.0,0.536909,PUBLIC-RELATIONS,Construction Project Manager
1079,620,236,C_rand,0.4784096898536462,0,1,0,0,2-1,False,0.61714923,0.0641164,0.1,0.1223038,9,3.986867,20.0,0.43067828,INFORMATION-TECHNOLOGY,Executive Administrator
1080,732,1601,C_rand,0.5029961458143206,1,1,1,1,3-0,True,0.4730573,0.039303545,0.0,0.0,0,0.0,2.0,0.438658,APPAREL,Furniture Sales Associate
1081,624,2341,A_mid,0.5235784330840187,1,1,1,1,3-0,True,0.49174085,0.06856324,0.25,0.25,3,5.0,20.0,0.60769194,ARTS,Sales Associate
1082,849,281,B_xcat,0.4013248025347066,0,0,0,0,3-0,True,0.55105215,0.072171986,0.25,0.26600498,6,4.59888,18.0,0.31549597,INFORMATION-TECHNOLOGY,Human Resources Internship - Corporate  (Year-Round)
1083,273,258,A_mid,0.4270772820467712,0,0,0,0,3-0,True,0.4797376,0.0679376,0.6,0.6,2,5.0,22.0,0.39345926,INFORMATION-TECHNOLOGY,Marketing Visionary
1084,799,1260,topK,0.4953946113685303,0,0,0,0,3-0,True,0.6572801,0.064480714,0.25,0.2631579,6,4.6666665,0.0,0.33898938,DIGITAL-MEDIA,Administrative Assistant to Global Real Estate Institutional...
1085,217,443,topK,0.5183746822547426,0,1,0,0,2-1,False,0.65704685,0.069810905,0.5,0.47501862,4,5.0,0.0,0.19307458,ADVOCATE,Chief of Staff
1086,228,154,B_xcat,0.5714596938825715,0,1,0,0,2-1,False,0.5240174,0.09077357,0.5,0.45030588,2,5.0,0.0,0.38482887,DESIGNER,MARKETING SPECIALIST
1087,787,791,topK,0.4269049926509655,0,0,0,0,3-0,True,0.61473125,0.047177013,0.33333334,0.39703715,2,3.79664,15.0,0.13979694,HEALTHCARE,Executive Assistant
1088,448,1341,A_mid,0.4393767833183858,0,0,0,0,3-0,True,0.48018995,0.07861134,0.625,0.6418045,3,4.2031546,8.0,0.4017146,AUTOMOBILE,"Regional Sales Manager, Video Conferencing (East)"
1089,786,450,topK,0.5434507450940961,1,0,1,1,2-1,False,0.6815733,0.06541095,0.125,0.14953397,7,4.0624595,0.0,0.34483987,ADVOCATE,Healthcare Administrative Assistant – Urgent Hiring
1090,638,742,B_xcat,0.5767417806319601,1,1,1,1,3-0,True,0.55427897,0.09875772,0.4,0.3782721,3,4.43585,4.0,0.20045671,HEALTHCARE,Data Entry Operator - REMOTE
1091,227,1999,A_mid,0.4031363038752115,0,0,0,0,3-0,True,0.49591386,0.08352385,0.6,0.625,2,4.5,0.0,0.2633386,CONSTRUCTION,Special Agent
1092,695,1144,C_rand,0.588056434836044,0,0,1,0,2-1,False,0.6323215,0.06971933,0.0,0.0,2,5.0,0.0,0.32064226,CONSULTANT,"Program Manager, Blended Learning"
1093,617,1093,C_rand,0.4206121039743273,0,0,0,0,3-0,True,0.5784411,0.060260125,0.33333334,0.3624071,4,4.39832,0.0,0.38753617,SALES,Executive Assistant to CEO
1094,790,1027,A_mid,0.5046020994807456,1,0,1,1,2-1,False,0.43202803,0.04889321,1.0,1.0,0,0.0,10.0,0.3756199,SALES,Work From Home Part Time Administrative Assistant / Customer...
1095,821,977,A_mid,0.4091396916714238,0,0,0,0,3-0,True,0.4487061,0.03496342,0.0,0.0,0,0.0,7.0,0.36573234,BPO,Retail Sales Associate
1096,564,2115,topK,0.588606524891581,0,1,0,0,2-1,False,0.5953821,0.07355678,0.25,0.2631579,3,4.6666665,0.0,0.43765163,PUBLIC-RELATIONS,Business Development Executive
1097,17,546,topK,0.4073176427397375,0,1,0,0,2-1,False,0.37959456,0.05944646,0.0,0.0,0,0.0,0.0,0.39215532,ADVOCATE,"Executive Vice President & Chief Executive Officer (CEO), Medical..."
1098,296,57,A_mid,0.4319595907113573,1,0,0,0,2-1,False,0.48443016,0.05423507,0.0,0.0,0,0.0,0.0,0.12503158,HR,Data Entry Clerk
1099,744,2183,A_mid,0.4359361848837468,0,0,0,0,3-0,True,0.37895355,0.047522053,0.0,0.0,0,0.0,12.0,0.48297063,BANKING,Correctional Officer
1100,463,1261,C_rand,0.5231327413368166,0,0,0,0,3-0,True,0.54815006,0.07042156,0.0,0.0,2,4.5,10.0,0.3666283,DIGITAL-MEDIA,"Manager, Data Analytics"
1101,679,1914,A_mid,0.5432714704921761,0,0,0,0,3-0,True,0.48553956,0.087949455,0.0,0.0,1,4.0,15.0,0.2813712,ACCOUNTANT,Remote Patient Advocate Specialist
1102,494,2254,A_mid,0.4156614943551782,0,1,0,0,2-1,False,0.43240345,0.1095182,0.33333334,0.35714287,2,4.5,0.0,0.23562501,BANKING,Entry-Level Commercial Real Estate Agent
1103,702,1197,C_rand,0.4468833498821846,0,1,0,0,2-1,False,0.54235804,0.102739446,0.35714287,0.35479778,9,4.6472955,7.0,0.3522588,CONSULTANT,System Administrator
1104,269,1113,C_rand,0.5680121125887629,0,1,0,0,2-1,False,0.60095954,0.064358875,0.0,0.0,1,5.0,4.0,0.3603847,CONSULTANT,Talent Acquisition Manager
1105,266,1063,C_rand,0.4189116692258029,0,1,0,0,2-1,False,0.53886324,0.054577705,0.25,0.28419942,3,4.19776,14.0,0.4025413,SALES,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...
1106,845,107,C_rand,0.5017375031378354,0,1,0,0,2-1,False,0.621919,0.061221622,0.2857143,0.29411766,5,4.8,5.0,0.41739446,HR,Contracting Project Management Intern
1107,426,632,A_mid,0.4824916715538244,1,1,1,1,3-0,True,0.45064223,0.050978057,0.0,0.0,3,5.0,5.0,1.0000001,BUSINESS-DEVELOPMENT,Business Development Associate
1108,79,682,B_xcat,0.4464139840428453,0,1,0,0,2-1,False,0.65152574,0.056133315,0.16666667,0.16666667,5,5.0,0.0,0.3287412,HEALTHCARE,"Commission Sales Associate - Men's, Full Time - Beverly Center"
1109,765,1777,C_rand,0.4163191586510926,0,0,0,0,3-0,True,0.59049326,0.07990142,0.0,0.0,8,4.3506923,0.0,0.3590113,ENGINEERING,CNC Programmer Machinist
1110,771,1624,C_rand,0.4968627899913346,0,1,0,0,2-1,False,0.64234877,0.06867615,0.2,0.2537796,4,3.675534,0.0,0.15919136,APPAREL,Senior Statistical Programmer
1111,305,512,topK,0.470399130939679,0,0,0,0,3-0,True,0.584582,0.07639596,0.25,0.21369216,6,4.6666665,0.0,0.38544708,ADVOCATE,Staff Attorney
1112,780,485,A_mid,0.4149754877142469,0,1,0,0,2-1,False,0.4682343,0.0409513,0.0,0.0,0,0.0,0.0,0.2967338,ADVOCATE,Vice President Marketing
1113,729,1615,topK,0.5989746362168803,0,1,1,1,2-1,False,0.6526276,0.07281302,0.5,0.58852607,2,2.79664,0.0,0.06267347,APPAREL,Work From Home Administrative Assistant Skills (Data Entry - Remote)
1114,177,1583,topK,0.4699356980091721,0,0,0,0,3-0,True,0.54184,0.10309695,0.0,0.0,4,5.0,0.0,0.18758488,FINANCE,Civil Rights Investigator 1 - Columbus
1115,406,591,B_xcat,0.4691073606548839,0,0,0,0,3-0,True,0.6029851,0.07046021,0.22222222,0.12058765,7,4.7323604,10.0,0.32887846,BUSINESS-DEVELOPMENT,Construction Project Manager (Remote)
1116,16,490,C_rand,0.4984238922952251,0,1,0,0,2-1,False,0.5604673,0.09825658,0.125,0.13157895,7,4.714286,10.0,0.30436122,ADVOCATE,Chief Executive Officer
1117,354,1330,B_xcat,0.4622019623133637,0,1,0,0,2-1,False,0.5994072,0.04867028,0.25,0.25,3,5.0,8.0,0.43210512,AUTOMOBILE,Sales And Marketing Representative
1118,648,576,A_mid,0.5299920585498008,0,1,0,0,2-1,False,0.4896455,0.040029474,1.0,1.0,0,0.0,17.0,0.26014435,BUSINESS-DEVELOPMENT,"Office Specialist I, Behavioral Health, Full Time/Days"
1119,424,493,topK,0.5771884686658646,0,1,0,0,2-1,False,0.59500676,0.056822047,0.4,0.4426095,3,4.19776,0.0,0.570284,ADVOCATE,Accountant
1120,116,1018,A_mid,0.4161908045309722,0,1,0,0,2-1,False,0.48701406,0.0602788,0.33333334,0.33333334,2,5.0,20.0,0.45904732,SALES,"Field Sales Representative- Columbus, Ohio"
1121,615,2272,A_mid,0.4138181082023713,0,0,0,0,3-0,True,0.41732797,0.07554974,0.0,0.0,3,4.3973117,36.0,0.42563552,ARTS,Program Coordinator
1122,269,2196,C_rand,0.4117814957046816,0,1,0,0,2-1,False,0.48787138,0.07665231,0.0,0.0,1,5.0,6.0,0.33049908,BANKING,Talent Acquisition Manager
1123,104,786,topK,0.4579175720788577,0,1,0,0,2-1,False,0.63577706,0.04383321,0.0,0.0,1,5.0,0.0,0.29897586,HEALTHCARE,"Health Solutions, Vice President Actuary"
1124,848,1334,topK,0.4147020779920794,1,1,1,1,3-0,True,0.562198,0.039070748,0.5,0.38245595,1,5.0,0.0,0.42847252,AUTOMOBILE,Management Internship
1125,730,1193,A_mid,0.5240660219670801,0,1,0,0,2-1,False,0.46288517,0.058281884,0.0,0.0,0,0.0,13.0,0.21807238,CONSULTANT,"Retail Sales Associate - Furniture​/Mattresses, Quaker Bridge Mall..."
1126,608,1259,A_mid,0.4174899159669355,0,1,0,0,2-1,False,0.4511443,0.094777115,0.33333334,0.33333334,4,5.0,20.0,0.33369568,DIGITAL-MEDIA,Broadcast Media Sales
1127,56,1066,topK,0.5064754749451359,0,1,0,0,2-1,False,0.6468047,0.03375366,0.14285715,0.14705883,6,4.8333335,0.0,0.7460363,SALES,Sales Manager
1128,178,55,C_rand,0.4274553261314151,0,1,0,0,2-1,False,0.54217803,0.07196344,0.5,0.50053227,2,3.79664,10.0,0.11219264,HR,Credit Collections Lead
1129,716,1647,B_xcat,0.4089869649256698,0,1,0,0,2-1,False,0.5830714,0.051489703,0.0,0.0,5,4.518656,0.0,0.5134804,APPAREL,"Senior Sales Executive- Revenue Cycle Management - MI, OH, KY, IN"
1130,647,2344,A_mid,0.4286834908012496,0,0,0,0,3-0,True,0.49806774,0.07972483,0.0,0.0,2,5.0,10.0,0.32218823,ARTS,Medical Office Specialist
1131,98,471,topK,0.5721420051194658,0,1,0,0,2-1,False,0.6091755,0.075900555,0.25,0.27311137,3,4.43585,2.0,0.30276483,ADVOCATE,Software Developer
1132,599,914,A_mid,0.4604539863359104,0,0,0,0,3-0,True,0.48825935,0.083666466,0.2,0.21648219,4,4.524147,0.0,0.5288105,AGRICULTURE,Development Associate
1133,707,1391,B_xcat,0.430887840460857,0,1,0,0,2-1,False,0.5892407,0.06084085,0.25,0.25,3,5.0,14.5,0.22817482,CHEF,"MARKETING COORDINATOR - HIGHER EDUCATION - Newark, NJ"
1134,66,2253,topK,0.5421281688842363,0,1,0,0,2-1,False,0.537815,0.020776263,0.0,0.0,0,0.0,15.0,0.38132757,BANKING,Software Engineer (Web)
1135,734,1200,A_mid,0.4392648982749591,1,1,1,1,3-0,True,0.39751545,0.04312199,1.0,1.0,0,0.0,14.0,0.41337597,CONSULTANT,Customer Service Agent
1136,113,536,C_rand,0.4568548288782745,0,1,0,0,2-1,False,0.63682395,0.06367895,0.0,0.0,7,5.0,0.0,0.44723588,ADVOCATE,"Marketing Director – E-Learning – Columbus, OH"
1137,457,2192,A_mid,0.498532829998374,0,0,0,0,3-0,True,0.47886726,0.044671454,1.0,1.0,0,0.0,0.0,0.32440746,BANKING,Director - FP&A / Corporate Finance
1138,563,2352,C_rand,0.4727407515844083,0,1,1,1,2-1,False,0.6405129,0.04023743,0.33333334,0.2059257,2,5.0,0.0,0.3059441,ARTS,Business Development Executive
1139,8,1328,B_xcat,0.455354657598116,0,1,0,0,2-1,False,0.60792834,0.08541928,0.125,0.13300249,7,4.656183,5.0,0.23625392,AUTOMOBILE,Web Designer
1140,735,757,C_rand,0.4777781594708353,1,1,0,1,2-1,False,0.5697366,0.06972956,0.5,0.5,3,5.0,10.0,0.30722034,HEALTHCARE,Customer Service Professional (REMOTE)
1141,756,2304,topK,0.5347163419120589,0,1,1,1,2-1,False,0.61301094,0.058500838,0.0,0.0,1,5.0,25.0,0.15901586,ARTS,"Coach, Career Prep"
1142,306,2258,topK,0.5381314453199382,0,1,0,0,2-1,False,0.45634472,0.03372294,0.0,0.0,0,0.0,5.0,0.59710085,BANKING,Sales And Marketing Specialist
1143,711,82,topK,0.4970785345844485,0,1,0,0,2-1,False,0.6510676,0.060688578,0.0,0.0,5,3.698822,0.0,0.25118533,HR,Windows System Administrator
