row_id,job_id,resume_id,source_for_sample,claude_label,gpt_label,gemini_label,majority_label,agreement,is_unanimous,embedding_similarity,skill_overlap,weighted_skill_score,resume_category,job_position_title
28,90,880,A_mid,0,0,0,0,3-0,True,0.30926284,0.0,0.0,FITNESS,"Kitchen Exhaust Associate (Commerce, CA)"
29,768,1803,topK,0,0,0,0,3-0,True,0.6714346,0.25,0.2624907,ENGINEERING,CNC Programmer
30,100,2254,A_mid,0,0,0,0,3-0,True,0.469802,0.0,0.0,BANKING,Vice President Operations
31,244,1634,C_rand,0,0,0,0,3-0,True,0.5434469,0.11111111,0.11738941,APPAREL,Ecommerce Manager  Remote
32,819,2475,A_mid,0,0,0,0,3-0,True,0.49885133,0.2,0.20833333,AVIATION,FT Sales Associate
33,772,1652,B_xcat,0,0,0,0,3-0,True,0.5148415,0.0,0.0,APPAREL,Programmer Analyst with R Consultant
34,198,2084,topK,1,0,1,1,2-1,False,0.73275083,0.5,0.45577154,PUBLIC-RELATIONS,Office Clerk
35,625,968,topK,1,0,1,1,2-1,False,0.50675654,0.0,0.0,AGRICULTURE,Sales Associate - Dalhousie
36,649,123,A_mid,0,0,0,0,3-0,True,0.48009902,0.0,0.0,DESIGNER,Retail Furniture Sales Consultant
37,690,354,B_xcat,0,0,0,0,3-0,True,0.50170225,0.25,0.26600498,TEACHER,Medical Assistant
38,836,705,topK,0,0,0,0,3-0,True,0.6431281,0.25,0.25,HEALTHCARE,Travel Nurse - RN - TELE - Telemetry - $2397.79 / Week
39,18,177,A_mid,0,0,0,0,3-0,True,0.3209553,0.0,0.0,DESIGNER,CEO
40,85,1413,topK,1,0,1,1,2-1,False,0.6367358,0.25,0.17076151,CHEF,Kitchen Cleaner (Utility)
41,769,1510,B_xcat,0,0,0,0,3-0,True,0.53289485,0.11111111,0.1174796,FINANCE,Mainframe Programmer Analyst
42,128,2246,topK,1,0,1,1,2-1,False,0.6579108,0.6666667,0.6896552,BANKING,Business Development Center Representative - Performance Columbus
43,569,2240,C_rand,0,0,0,0,3-0,True,0.6022537,0.4,0.35643172,BANKING,Sr Accountant
44,238,1992,topK,1,0,1,1,2-1,False,0.8115642,0.2,0.16666667,CONSTRUCTION,Infrastructure Services Project Manager
45,623,1907,topK,0,0,0,0,3-0,True,0.55905753,0.22222222,0.22222222,ACCOUNTANT,Executive Assistant to President
46,205,457,topK,1,0,1,1,2-1,False,0.63162416,0.0,0.0,ADVOCATE,Medicaid Fraud Intake Officer  (22000555)
47,488,679,topK,0,0,0,0,3-0,True,0.4824437,0.0,0.0,HEALTHCARE,Sylmar Certified Nursing Assistant CNA for Psychiatric lockdown...
48,80,1075,topK,1,0,1,1,2-1,False,0.47574428,0.0,0.0,SALES,Commission Sales Associate
49,231,881,B_xcat,0,0,0,0,3-0,True,0.5190982,0.16666667,0.17795755,FITNESS,Marketing Specialist
50,105,1148,topK,0,0,0,0,3-0,True,0.54161465,0.33333334,0.3555363,CONSULTANT,Vice President for Inclusive Excellence
51,798,1592,topK,0,0,0,0,3-0,True,0.6349323,0.33333334,0.46359763,FINANCE,Real Estate Paralegal or Executive Assistant
52,483,48,topK,1,1,1,1,3-0,True,0.83571994,0.0,0.0,HR,HR Generalist
53,284,803,topK,1,1,1,1,3-0,True,0.6978986,0.5,0.5,FITNESS,Fitness Coach
54,11,94,B_xcat,0,0,0,0,3-0,True,0.577545,0.125,0.15504651,HR,Web Developer
55,420,1524,topK,0,1,1,1,2-1,False,0.8349399,0.25,0.27492374,FINANCE,"Senior Accountant, Banking (Lakewood)"
56,608,674,topK,1,0,1,1,2-1,False,0.5927873,0.0,0.0,BUSINESS-DEVELOPMENT,Broadcast Media Sales
57,467,250,topK,0,0,0,0,3-0,True,0.71977025,0.16666667,0.19851857,INFORMATION-TECHNOLOGY,Marketing Analytics Manager
58,95,250,topK,0,0,0,0,3-0,True,0.5170148,0.0,0.0,INFORMATION-TECHNOLOGY,Software Developer
59,173,378,A_mid,0,0,0,0,3-0,True,0.3292585,0.16666667,0.106709555,TEACHER,Inventory Clerk
60,545,1319,topK,1,1,1,1,3-0,True,0.6400017,0.0,0.0,DIGITAL-MEDIA,Digital Marketing Internship at EdTech Start-up
61,529,1435,C_rand,0,0,0,0,3-0,True,0.5735702,0.2857143,0.29778537,CHEF,Banking Center Supervisor
62,797,1135,A_mid,0,0,0,0,3-0,True,0.4163227,0.0,0.0,CONSULTANT,"Executive Administrative Assistant, Brokerage"
63,108,878,A_mid,0,0,0,0,3-0,True,0.47979528,0.0,0.0,FITNESS,"Director, Audience Marketing"
64,6,1080,C_rand,0,0,0,0,3-0,True,0.4568223,0.0,0.0,SALES,Remote Website Designer
65,319,1145,topK,0,0,1,0,2-1,False,0.62834597,0.25,0.25,CONSULTANT,Career Coach Waitlist (Part-time/Contract/US Remote)
66,332,1147,topK,1,0,1,1,2-1,False,0.5719766,0.3,0.2754756,CONSULTANT,Technical Support Agent (Remote CT/MT/PT USA)
67,30,1273,C_rand,0,0,0,0,3-0,True,0.4884781,0.0,0.0,DIGITAL-MEDIA,Software Engineer
68,452,2211,topK,0,0,1,0,2-1,False,0.5969887,0.0,0.0,BANKING,Sales leader
69,285,214,A_mid,0,0,0,0,3-0,True,0.3675572,0.14285715,0.16593042,DESIGNER,Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...
70,780,1319,B_xcat,0,0,1,0,2-1,False,0.60833544,0.0,0.0,DIGITAL-MEDIA,Vice President Marketing
71,207,1096,B_xcat,0,0,0,0,3-0,True,0.5012727,0.0,0.0,SALES,CDL Team Truck Driver and Lease Operators +
72,775,370,A_mid,0,0,0,0,3-0,True,0.4864749,0.2857143,0.31652302,TEACHER,"Acquisitions, Associate"
73,633,1589,A_mid,0,0,0,0,3-0,True,0.43217456,0.0,0.0,FINANCE,Investigator Support Assistant (OA)
74,766,580,A_mid,0,0,0,0,3-0,True,0.45225272,0.16666667,0.17776816,BUSINESS-DEVELOPMENT,Systems Programmer
75,609,1553,A_mid,0,0,0,0,3-0,True,0.46116874,0.0,0.0,FINANCE,Dir Software Solutions Sales Senior
76,219,2359,A_mid,0,0,0,0,3-0,True,0.43852073,0.5,0.4827586,ARTS,Chief Executive Officer (CEO)
77,90,319,A_mid,0,0,0,0,3-0,True,0.41914177,0.5,0.5,INFORMATION-TECHNOLOGY,"Kitchen Exhaust Associate (Commerce, CA)"
78,10,1268,topK,0,0,0,0,3-0,True,0.6338267,0.125,0.125,DIGITAL-MEDIA,Web Developer
79,4,714,C_rand,0,0,0,0,3-0,True,0.37366036,0.1,0.12384478,HEALTHCARE,Web Developer
80,113,2250,C_rand,0,0,0,0,3-0,True,0.4733873,0.14285715,0.14285715,BANKING,"Marketing Director – E-Learning – Columbus, OH"
81,266,61,topK,1,0,1,1,2-1,False,0.7191817,0.5,0.43160117,HR,Talent Acquisition Coordinator/ Technical Recruiter (100% Remote...
82,691,459,topK,0,0,1,0,2-1,False,0.66404676,0.4,0.4,ADVOCATE,Medical Receptionist
83,826,795,C_rand,0,0,0,0,3-0,True,0.29900154,0.125,0.13851725,FITNESS,Furniture Sales Associate
84,689,575,topK,1,1,1,1,3-0,True,0.7459799,0.16666667,0.18786612,BUSINESS-DEVELOPMENT,Business Development Manager
85,235,1593,A_mid,0,0,0,0,3-0,True,0.48235893,0.33333334,0.39703715,APPAREL,Construction Project Manager
86,697,1930,topK,0,0,1,0,2-1,False,0.65379786,0.11111111,0.11111111,CONSTRUCTION,Project Manager
87,251,571,topK,0,1,1,1,2-1,False,0.7673242,0.2,0.23142204,BUSINESS-DEVELOPMENT,"Manager, Commerce Marketing"
88,426,180,B_xcat,0,0,0,0,3-0,True,0.519176,0.0,0.0,DESIGNER,Business Development Associate
89,30,1004,A_mid,0,0,0,0,3-0,True,0.46262148,0.0,0.0,SALES,Software Engineer
90,323,1973,A_mid,0,0,0,0,3-0,True,0.42807534,0.0,0.0,CONSTRUCTION,Career Services Coach-Remote Full Time
91,484,1308,B_xcat,0,0,0,0,3-0,True,0.75177675,0.14285715,0.16241562,DIGITAL-MEDIA,HR Initiatives Program Lead (Remote)
92,609,35,C_rand,0,0,0,0,3-0,True,0.5105828,0.0,0.0,HR,Dir Software Solutions Sales Senior
93,661,863,B_xcat,0,0,0,0,3-0,True,0.6412831,0.16666667,0.1724138,FITNESS,Admin/Clerical Recruiter
94,736,327,A_mid,0,0,1,0,2-1,False,0.48243845,0.11111111,0.11759695,INFORMATION-TECHNOLOGY,CCRD Customer Service Representative - Work from Home (Remote)
95,210,2108,B_xcat,0,0,0,0,3-0,True,0.5183366,0.5,0.5555556,PUBLIC-RELATIONS,Dump Truck Driver
96,317,1517,A_mid,0,0,0,0,3-0,True,0.4956853,0.0,0.0,FINANCE,Pharmacy Marketing Representative
97,693,481,topK,1,0,1,1,2-1,False,0.6617723,0.0,0.0,ADVOCATE,Sales Associate/Beauty Advisor
98,217,498,topK,0,0,0,0,3-0,True,0.64858115,0.25,0.21252792,ADVOCATE,Chief of Staff
99,4,1167,B_xcat,0,0,1,0,2-1,False,0.5090667,0.1,0.12384478,CONSULTANT,Web Developer
100,86,2069,topK,0,0,0,0,3-0,True,0.49911374,0.33333334,0.33333334,PUBLIC-RELATIONS,Dishwasher/Kitchen Cleaner
101,686,1882,A_mid,0,0,0,0,3-0,True,0.39808235,0.0,0.0,ACCOUNTANT,Retail Floor Leader - Anthem
102,538,187,B_xcat,0,0,0,0,3-0,True,0.5483271,0.25,0.2459468,DESIGNER,Senior Corporate Recruiter (Contract) - (Remote - US)
103,730,1036,topK,1,0,1,1,2-1,False,0.53839856,0.0,0.0,SALES,"Retail Sales Associate - Furniture​/Mattresses, Quaker Bridge Mall..."
104,704,1476,A_mid,0,0,0,0,3-0,True,0.47672382,0.0,0.0,FINANCE,Marketing Advisor
105,464,2117,A_mid,0,0,0,0,3-0,True,0.4750204,0.0,0.0,PUBLIC-RELATIONS,Data Analyst Manager
106,272,1538,topK,0,0,0,0,3-0,True,0.62209934,0.33333334,0.20694482,FINANCE,Chief Executive Officer
107,761,1338,A_mid,0,0,0,0,3-0,True,0.44079092,0.14285715,0.16343458,AUTOMOBILE,"Sr. Manager, Customer Experience Center Business Process"
108,728,1941,A_mid,0,0,0,0,3-0,True,0.34306377,0.16666667,0.16666667,CONSTRUCTION,Equity Research Associate - Biotechnology
109,715,1494,A_mid,0,0,0,0,3-0,True,0.47885847,0.0625,0.034915753,FINANCE,Sales Executive Richmond Hotel
110,834,2351,topK,1,0,0,0,2-1,False,0.6968161,0.5,0.48612654,ARTS,Executive Assistant
111,193,1914,topK,1,0,1,1,2-1,False,0.69013155,0.6666667,0.60296285,ACCOUNTANT,Fraud & Compliance - AML/BSA Specialist
112,550,1329,B_xcat,0,0,0,0,3-0,True,0.5218671,0.14285715,0.07956487,AUTOMOBILE,"Senior Analyst, ECommerce, Search Marketing"
113,838,1566,A_mid,0,0,0,0,3-0,True,0.4896456,0.0,0.0,FINANCE,Registered Nurse (RN) - Parma
114,401,2407,topK,0,0,0,0,3-0,True,0.58987224,0.15789473,0.15261173,AVIATION,"HR Director, Americas"
115,19,1139,C_rand,0,0,0,0,3-0,True,0.46310425,0.0,0.0,CONSULTANT,CEO
116,314,776,A_mid,0,0,0,0,3-0,True,0.4352203,0.5,0.45638937,HEALTHCARE,Marketing Coordinator
117,746,2285,A_mid,0,0,0,0,3-0,True,0.38904065,0.0,0.0,ARTS,Design Consultant- Interior Design/Sales Consultant in Englishtown at Ethan Allen Global Inc.
118,846,2269,A_mid,0,0,0,0,3-0,True,0.3725269,0.0,0.0,ARTS,Marketing Intern
119,15,511,topK,0,0,0,0,3-0,True,0.68153393,0.14285715,0.16563663,ADVOCATE,Senior Web Designer (REMOTE)
120,752,2051,topK,0,0,0,0,3-0,True,0.61163104,0.5,0.5555556,PUBLIC-RELATIONS,Commercial Contracts Lawyer
121,723,1547,A_mid,0,0,0,0,3-0,True,0.33558002,0.33333334,0.33333334,FINANCE,Patient Engagement Liaison
122,77,573,topK,0,0,0,0,3-0,True,0.7409117,0.1,0.11065237,BUSINESS-DEVELOPMENT,Business Analyst- Supply Chain
123,518,53,A_mid,0,0,0,0,3-0,True,0.4817105,0.5,0.40999913,HR,Vice President/Sr. Director Business Development - CME
124,179,2199,topK,1,0,1,1,2-1,False,0.7099595,0.16666667,0.16072556,BANKING,Staff Software Engineer - SMB - Marketing Enablement
125,627,770,A_mid,0,0,0,0,3-0,True,0.3637148,0.33333334,0.33333334,HEALTHCARE,Part-Time Sales Associate | Crowfoot
126,851,957,A_mid,0,0,0,0,3-0,True,0.35890424,0.33333334,0.33333334,AGRICULTURE,Inbound Customer Service / Sales (Remote)
127,109,760,B_xcat,0,1,0,0,2-1,False,0.60766447,0.0,0.0,HEALTHCARE,"Director, Sales & Marketing"
128,382,932,A_mid,0,0,0,0,3-0,True,0.30833435,0.0,0.0,AGRICULTURE,Remote Case Manager II
129,82,999,topK,1,1,1,1,3-0,True,0.6927938,1.0,1.0,SALES,"Retail Commission Sales Associate - Fine Jewelry, Northridge..."
130,137,397,A_mid,0,0,0,0,3-0,True,0.46999222,0.0,0.0,TEACHER,Registered Nurse (RN-CA02-007)
131,798,2208,topK,0,0,0,0,3-0,True,0.5815806,0.33333334,0.46359763,BANKING,Real Estate Paralegal or Executive Assistant
132,218,1560,topK,0,0,0,0,3-0,True,0.67116046,0.22222222,0.17827412,FINANCE,CFO - Fast Growing Startup
133,712,1946,C_rand,0,0,0,0,3-0,True,0.48641434,0.25,0.20198503,CONSTRUCTION,"Business Development Manager, NA Marketing Services"
134,255,1434,A_mid,0,0,0,0,3-0,True,0.4111857,0.0,0.0,CHEF,Remote Customer Service Representative
135,133,623,topK,1,0,0,0,2-1,False,0.7086442,0.6666667,0.6034724,BUSINESS-DEVELOPMENT,Automotive Business Development Center (BDC) Representative
136,226,1608,topK,0,0,0,0,3-0,True,0.60070217,0.125,0.13908543,APPAREL,Polygraph Examiner - Entry to Mid-Level (MD)
137,502,445,topK,1,0,1,1,2-1,False,0.7763566,0.71428573,0.71428573,ADVOCATE,"Coordinator, Customer Care Center"
138,640,1057,topK,1,0,1,1,2-1,False,0.5681763,0.0,0.0,SALES,Retail Sales Associate (part-time) - 162
139,64,286,topK,0,0,1,0,2-1,False,0.38548666,0.0,0.0,INFORMATION-TECHNOLOGY,Web Developer (Front-End)
140,621,820,A_mid,0,0,0,0,3-0,True,0.40969276,0.0,0.0,FITNESS,Executive Assistant
141,30,252,topK,0,0,0,0,3-0,True,0.632907,0.0,0.0,INFORMATION-TECHNOLOGY,Software Engineer
142,48,1942,A_mid,0,0,0,0,3-0,True,0.3193882,0.0,0.0,CONSTRUCTION,Bank Teller
143,91,553,C_rand,0,0,0,0,3-0,True,0.54267883,0.0,0.0,ADVOCATE,Senior Software Developer - Up to 160k - 100% Remote
144,334,1347,topK,1,0,1,1,2-1,False,0.657812,0.33333334,0.32286066,AUTOMOBILE,Tech Support Agent - Remote US
145,470,2177,A_mid,0,0,0,0,3-0,True,0.3865291,0.1,0.1,BANKING,"Sr. Product Marketing Manager - Growth, Music Industry"
146,175,1627,A_mid,1,0,1,1,2-1,False,0.4075732,0.0,0.0,APPAREL,Inventory Clerk
147,788,99,topK,1,0,0,0,2-1,False,0.56863123,1.0,1.0,HR,Administrative assistant
148,526,1499,A_mid,0,0,0,0,3-0,True,0.35436377,0.0,0.0,FINANCE,Astonishing Homecare Drivers
149,747,1373,A_mid,0,0,0,0,3-0,True,0.41549358,0.0,0.0,CHEF,Case Manager II - Remote
150,429,241,B_xcat,0,0,0,0,3-0,True,0.59709567,0.1875,0.1720206,INFORMATION-TECHNOLOGY,Business Development & Sales Analyst II
151,473,2297,topK,0,0,0,0,3-0,True,0.4760648,0.2857143,0.3020916,ARTS,Administrative Executive Assistant - Building Operations
152,314,645,topK,1,0,1,1,2-1,False,0.674294,0.6666667,0.6375929,BUSINESS-DEVELOPMENT,Marketing Coordinator
153,268,87,topK,1,0,1,1,2-1,False,0.6245863,0.5,0.5,HR,Talent Acquisition Specialist
154,101,70,topK,0,0,0,0,3-0,True,0.3199567,0.0,0.0,HR,"Bank President Jobs in Columbus, Ohio"
155,279,1562,C_rand,0,0,0,0,3-0,True,0.5020743,0.2,0.2,FINANCE,Customer Service Representative
156,366,2350,B_xcat,1,0,1,1,2-1,False,0.5214797,0.25,0.25,ARTS,Sales Associate
157,625,1252,topK,0,0,0,0,3-0,True,0.49823466,0.0,0.0,DIGITAL-MEDIA,Sales Associate - Dalhousie
158,656,1149,A_mid,0,0,0,0,3-0,True,0.34836668,0.0,0.0,CONSULTANT,Patient Care Tech
159,455,738,B_xcat,0,0,0,0,3-0,True,0.5063901,0.0,0.0,HEALTHCARE,Financial Analyst
160,31,304,topK,1,0,0,0,2-1,False,0.63883114,0.2,0.23142204,INFORMATION-TECHNOLOGY,Entry Level Software Engineer
161,55,1124,topK,0,0,1,0,2-1,False,0.6795098,0.0,0.0,CONSULTANT,Sales Executive III Client Management
162,341,755,A_mid,0,0,0,0,3-0,True,0.46597037,0.0,0.0,HEALTHCARE,Cardiology Clinical Educator - Cleveland
163,701,611,B_xcat,0,0,0,0,3-0,True,0.56454307,0.0952381,0.11269938,BUSINESS-DEVELOPMENT,Systems Administrator
164,737,238,topK,1,0,1,1,2-1,False,0.5511541,0.6666667,0.6666667,INFORMATION-TECHNOLOGY,Remote Customer Service Representative ($16/hr)
165,610,1802,B_xcat,0,0,0,0,3-0,True,0.575619,0.30769232,0.3225761,ENGINEERING,"Business Analyst, ACS Publications Sales"
166,836,1411,C_rand,0,0,0,0,3-0,True,0.2721808,0.0,0.0,CHEF,Travel Nurse - RN - TELE - Telemetry - $2397.79 / Week
167,577,1444,topK,0,0,0,0,3-0,True,0.56729865,0.16666667,0.18120354,CHEF,"Real Estate Sales Agent (Draw + Commission) Remote - Cleveland, OH"
168,53,1555,topK,1,0,1,1,2-1,False,0.47758445,0.0,0.0,FINANCE,Bank Teller
169,160,1613,C_rand,0,0,0,0,3-0,True,0.579833,0.23076923,0.21595977,APPAREL,Water Resources Project Manager
170,814,1188,topK,0,1,0,0,2-1,False,0.6785071,0.0,0.0,CONSULTANT,Sr. E-Commerce Marketing Director
171,162,10,topK,0,0,0,0,3-0,True,0.58001226,0.0,0.0,HR,Criminal Investigator
172,333,784,topK,0,0,1,0,2-1,False,0.71522695,0.0,0.0,HEALTHCARE,Technical Support Agent (Remote)
173,125,842,C_rand,1,0,1,1,2-1,False,0.67209214,0.75,0.75,FITNESS,"Retail Sales Associate - Full Time or Part Time (Columbus, Ohio)"
174,15,267,topK,0,0,0,0,3-0,True,0.6809855,0.14285715,0.16563663,INFORMATION-TECHNOLOGY,Senior Web Designer (REMOTE)
175,519,1178,topK,0,0,1,0,2-1,False,0.67257726,0.4,0.43240398,CONSULTANT,"VP, Healthcare Services"
176,747,747,topK,0,0,0,0,3-0,True,0.7433107,0.25,0.20022006,HEALTHCARE,Case Manager II - Remote
177,694,1266,B_xcat,1,1,1,1,3-0,True,0.5494196,0.75,0.75,DIGITAL-MEDIA,Part-Time Retail Sales Associate
178,468,1118,topK,1,0,1,1,2-1,False,0.76063776,0.11111111,0.12567483,CONSULTANT,Data Management Analyst for Netsmart
179,828,1680,topK,1,0,1,1,2-1,False,0.706387,0.0,0.0,APPAREL,Luxury Sales Stylist - Mens Combo - Saks Fifth Avenue
180,405,55,B_xcat,0,0,0,0,3-0,True,0.6001216,0.4,0.39329648,HR,(3) Construction Project Managers (Remote) (industrial structures)
181,7,561,B_xcat,0,0,0,0,3-0,True,0.6282348,0.0,0.0,BUSINESS-DEVELOPMENT,Web Designer
182,256,1099,topK,0,0,1,0,2-1,False,0.83188504,0.44444445,0.49945453,SALES,Bilingual Spanish CUSTOMER SERVICE REPRESENTATIVE Work From Home...
183,568,2004,B_xcat,0,0,0,0,3-0,True,0.53589207,0.5,0.5,CONSTRUCTION,Assistant Controller- Construction Industry
184,462,149,A_mid,0,0,0,0,3-0,True,0.42999756,0.0,0.0,DESIGNER,Data Analyst/Manager
185,106,411,C_rand,0,0,0,0,3-0,True,0.2984431,0.0,0.0,TEACHER,Marketing Director
186,638,544,topK,1,0,1,1,2-1,False,0.72128576,0.2,0.23359968,ADVOCATE,Data Entry Operator - REMOTE
187,408,561,B_xcat,0,0,0,0,3-0,True,0.64046705,0.25,0.25,BUSINESS-DEVELOPMENT,Construction Project Manager - Remote
188,9,1747,topK,0,0,0,0,3-0,True,0.64118606,0.0,0.0,ENGINEERING,SR. Web Designer
189,410,1227,A_mid,0,0,0,0,3-0,True,0.3189248,0.3,0.32808542,DIGITAL-MEDIA,REMOTE FLEX - Construction Project Manager
190,460,2218,topK,0,0,0,0,3-0,True,0.72934157,0.2,0.23630431,BANKING,"Associate Director, Global Capital Markets Documentation, GBM..."
191,216,3,C_rand,0,0,0,0,3-0,True,0.39616805,0.16666667,0.19839111,HR,CEO - Cannabis & Investment
192,106,1807,B_xcat,0,0,0,0,3-0,True,0.53719527,0.5,0.65847695,ENGINEERING,Marketing Director
193,210,997,B_xcat,0,0,0,0,3-0,True,0.5424642,0.5,0.5555556,SALES,Dump Truck Driver
194,632,1600,A_mid,0,0,0,0,3-0,True,0.40647328,0.2,0.22627927,APPAREL,Loss Prevention (LP) Detective
195,847,674,topK,1,0,1,1,2-1,False,0.68071043,0.14285715,0.16241562,BUSINESS-DEVELOPMENT,Marketing Project Intern
196,704,430,A_mid,0,0,0,0,3-0,True,0.39234358,0.0,0.0,TEACHER,Marketing Advisor
197,569,1865,topK,1,0,1,1,2-1,False,0.72531676,0.4,0.42904553,ACCOUNTANT,Sr Accountant
198,348,1987,topK,0,0,0,0,3-0,True,0.65919995,0.0,0.0,CONSTRUCTION,Project Manager/Ship Manager
199,333,280,topK,1,0,1,1,2-1,False,0.71613806,0.0,0.0,INFORMATION-TECHNOLOGY,Technical Support Agent (Remote)
200,366,1226,B_xcat,1,0,1,1,2-1,False,0.5019878,0.25,0.25,DIGITAL-MEDIA,Sales Associate
201,264,42,C_rand,1,0,1,1,2-1,False,0.61875385,0.6666667,0.6666667,HR,Talent Acquisition Specialist / Recruiter
202,702,2399,topK,1,1,1,1,3-0,True,0.6662463,0.14285715,0.1542599,AVIATION,System Administrator
203,21,980,A_mid,0,0,0,0,3-0,True,0.3999882,0.5,0.5,BPO,Chief Executive Officer - CEO Consultant
204,222,626,topK,1,1,1,1,3-0,True,0.73024887,0.5714286,0.5714286,BUSINESS-DEVELOPMENT,Customer Service Representative - Remote
205,565,673,topK,1,1,1,1,3-0,True,0.7462192,0.0,0.0,BUSINESS-DEVELOPMENT,Business Development Executive /Remote with Travel/ - with Growth...
206,285,802,topK,1,0,1,1,2-1,False,0.75912744,0.2857143,0.33186084,FITNESS,Strength & Conditioning Coach Jobs at Onelife Fitness – Falls...
207,292,321,A_mid,0,0,0,0,3-0,True,0.35466847,0.0,0.0,INFORMATION-TECHNOLOGY,Data Entry Clerk
208,156,900,topK,0,0,0,0,3-0,True,0.64231855,0.5,0.44740966,FITNESS,Job Coach
209,126,1460,C_rand,0,0,0,0,3-0,True,0.44038162,0.33333334,0.33333334,CHEF,Sales Associate - Sun Center
210,672,86,B_xcat,0,0,0,0,3-0,True,0.61082673,0.33333334,0.33333334,HR,Software Developer- Entry Level
211,92,1667,A_mid,0,0,0,0,3-0,True,0.3994825,0.071428575,0.0796434,APPAREL,Software Developer - New Graduate
212,354,2051,topK,1,0,1,1,2-1,False,0.6718214,0.0,0.0,PUBLIC-RELATIONS,Sales And Marketing Representative
213,56,1111,A_mid,0,0,0,0,3-0,True,0.45322952,0.14285715,0.14705883,CONSULTANT,Sales Manager
214,372,878,A_mid,0,0,0,0,3-0,True,0.43994445,0.0,0.0,FITNESS,Senior / Lead Software Engineer (Remote)
215,706,1373,A_mid,0,0,0,0,3-0,True,0.39612082,0.0,0.0,CHEF,"Director, ACX Creator Marketing"
216,276,286,B_xcat,0,0,0,0,3-0,True,0.6127415,0.0,0.0,INFORMATION-TECHNOLOGY,Digital Marketing Specialist (REMOTE)
217,828,2316,B_xcat,0,0,0,0,3-0,True,0.51465887,0.0,0.0,ARTS,Luxury Sales Stylist - Mens Combo - Saks Fifth Avenue
218,729,2410,A_mid,1,0,0,0,2-1,False,0.35215494,0.0,0.0,AVIATION,Work From Home Administrative Assistant Skills (Data Entry - Remote)
