row_id,job_position_title,resume_text,job_description
20,Front-End Engineer/UI Developer,"EXECUTIVE ASSISTANT HR       Summary     Skillful and dedicated Executive Assistant with extensive experience in the coordination, planning and support of daily operational and administrative functions in a highly confidential environment.  Focused, results-driven professional looking to obtain a career oriented administrative position with Newark CEDC. Office Management Calendar Management Policies & Procedures Manuals	Report & Document Preparation Spreadsheet & Database Creation Bookkeeping & Payroll Records Management Meeting & Event Planning Facility Management      Highlights        Word, Excel, Access, PowerPoint, SAP, Lotus Notes, Oracle              Experience      Executive Assistant HR   01/2014   to   Current     Company Name   City  ,   State       Providing administrative support to President of home-care service provider to the Developmentally Disable population.  Maintain calendar, process requisitions, and organize company meetings.  Administer pre-employment training and testing.  Mange bi-weekly payroll for 100 employees Maintain schedules and calendar management for President.  Maintain organization charts, staffing/workforce plans, HR audit files and other confidential materials.  Coordinate with Recruiting and Staffing to process new hires.  Handle all administrative support responsibilities related to HR.          Biller   12/1999   to   05/2004     Company Name   City  ,   State       Processed incoming and outgoing shipments.  Analyzed customer billing issues for corrective actions.  Provided assistance to dock personnel and suppliers on shortages and overages.  Assisted in special projects as needed.          Administrative Assistant   10/1997   to   08/2013     Company Name   City  ,   State       Responsible for assisting the Director of Engineering, VP of Construction, HS&E Director and Human Resource Business Partner.  Maintain documentation control for construction projects, new hire and safety training, purchasing activities, ensuring [...]","company description

about digitas

digitas is the connected marketing agency committed to helping brands better connect with people through truth connection wonder with diverse expertise in data strategy creative media and tech we work across capabilities and continents to make better connections and achieve ambitious outcomes through ideas that excite provoke and inspire curious and fully transparent we are always examining real human behavior to create authentic connectionsbetween brands and consumers clients and partners and ideas and outcomes digitas has  employees across  countries and  offices with an extended network via publicis media of over  employees present in more than  countries worldwide to connect with digitas or learn more visit 

what can you expect from us the groupe

a people first culture where exceptional product is crucial

with this mindset creating nurturing and leading by example to deliver the best ideas bar none as leo burnett himself said many years ago to help our clients grow in a platform world is core to our dna we are collaborative by nature and construct and reward performance and domain expertise this groupe os positions us the only groupe in malaysia genuinely capable of full platform orchestration and we welcome anyone with the passion for the alchemy of creativity and technology to growand have some fun along the way

job description

senior frontend engineer  technology

digitas is a highlycaffeinated playground where brilliant minds c [...]"
21,Human Resources Director,"LECTURER, CHEF INSTRUCTOR, RESEARCHER, AND RECRUITER       Professional Profile     A goal-driven food service manager, dietitian, and culinary professional specializing in quick paced, high-volume operations, team building, and systems improvement eager to offer 15+ years experience towards maximizing productivity and profitability.         Highlights          6 years dynamic LLUH training and employment  Multi-unit manager 2,000-20,000 daily meals  National and international director to 100 employees and 500+ independent contractors      Extensive experience managing audits  Excellent communicator  Adept computer skills  Recipe modification specialist  Zero-based budget management             Accomplishments        Experienced Operations Director   :  Executive management of 500 national and international sales agent, grew portfolio from start up to 12 million monthly processing volume.    Experienced food service manager:   CBS Studios multi-unit, single-unit manager for Marriott concepts (including Bob's Big Boy and Alley's Restaurants), and Burger King.    Participation Driven:   Grew participation at CBS Studios by expanding audience services, increasing ready-made, and redesigned customer flow to increase speed of service.    Compliance Committed:   Provided menu compliance and policies for all food allergies at CHOC Hospital and Casa Colina Hospital  and drew upon best practices, as well as emerging evidence.    Recipe Modification Specialist:    Established compliant menus and recipes for kidney patients at Kaiser Hospital to include culturally relevant options.    Farmer Focused:   Connected the Cal Poly harvest through Taste of the Farm Store by providing student opportunities for nutritional education and cooking demonstrations. Supported locally grown by incorporating Rialto farmer Adams Acres to Rialto Unified School District    Dedicated Professional:   Regularly attend conferences to include Childhood Obesity Conference, California Dietetics Conferen [...]","myusa credit union  million in assets located in middletown ohio has engaged angott search group to conduct the search for its next director of human resources

reporting to the president and coo the director of hr is responsible for the administration of all human resources activities including but not limited to recruitment onboarding training and development performance coaching and management employee engagement benefits employee relations and compensation
this position monitors and ensures the organizations compliance with federal state and local employment laws and regulations
the director of human resources strives to integrate the myusa values in all daily interactions

a bachelors degree preferably in human resources is required with at least three years of human resource experience andor training
experience working in a financial institution is also preferred
for immediate consideration please send your resume to lisa burroughs at angott search group

asgteamcom

associated topics
benefit compensation employee hr human resource hunter interview recruiter talent management train"
22,Art director,"WEBSITE DESIGNER         Summary     Software developer well-versed in the entire workflow for developing and implementing websites, including: consulting with the customer, designing mock-ups, programming the site, and incorporating customer feedback.       Skills          Visual Studio.Net  ASP, ASP.Net  MVC 4.0  Visual Basic.Net  C#  Microsoft SQL Server, SQL, Stored Procedures  TFS (Team Foundation Server)  HTML5, CSS3  Javascript, JQuery  AngularJS  LINQ  PHP, mySQL  Adobe Design Suite  Agile Software Development Methodology              Accomplishments      JCH Digital Designs Portfolio, which lists a number of client sites:
	http://www.cocs.com/jchdesigns/portfolio.htm.        Experience      Website Designer  ,   12/2016   to   Current    Company Name   －   City  ,   State      Currently working as a freelancer to redesign websites for my own clients and customers.  The process involved working with the client during all stages of development:.  Discussed requirements, documentation, and business needs regarding the design of the site.  Created mockups to get client approval before starting the coding.  Worked with the client throughout the testing stages to make sure they were happy.  Delivered the final website within the client's budget and the quoted timeframe.  Used: C#, ASP.Net, HTML5, CSS3, Javascript, JQuery, mySQL, Adobe Design Suite.          Senior Software Developer  ,   07/2016   to   11/2016    Company Name   －   City  ,   State      Contracted to Fiserv and assigned to the Velocity Loan Software Migration project which involved upgrading credit union clients from version 2 to 3.  This involved taking a client's XSLT and XML files and transforming them with custom mapping software into LUXML files, which were then processed by the Velocity software.  Our team reduced the number of hours it took to migrate a client by 62.5%, from 800 hours, down to 500 hours.  Worked with the lead developer to create testing and review processes to ensure the ve [...]","coach is a global fashion house founded in new york in  inspired by the vision of creative director stuart vevers and the inclusive and courageous spirit of our hometown we make beautiful things crafted to last for you to be yourself in

coach is part of the tapestry portfolio a global house of brands powered by optimism innovation and inclusivity

primary purpose  the art director for concept graphics will ideate and create proof of concept branding for customerfirst campaigns

to drive brand awareness and new customer acquisition for coach globally working directly with the dvp of the creative studio and concept team this person will create strong brands identities for global initiatives

including product collaborations physical and digital experiential activations  store graphics and popups across digital and physical consumer touchpoints for both retail and outlet channels

this person will report to the dvp of creative studio and partner closely with art director of concept copy  editorial brand creative  digital experiential social media and the design studio

the successful individual will leverage their proficiency in graphic design to
 build a powerful unique and cohesive brand identity through campaigns and creative that are distributed across multiple markets and consumer touchpoints
 concept graphics that will build the brand values and identity globally by considering the nuances in our position across all markets greater china japan north america europe
 levera [...]"
23,Career Coach (Remote),"FINANCE MANAGER         Summary     Pro-active, results-oriented, deadline driven with broad experience in all aspects of accounting and financial management.  Solid planning and organizational skills in coordinating all aspects of each project from inception through completion.  Sees the big picture and plans appropriate strategies to achieve results.  Well disciplined with proven ability to manage multiple assignments efficiently under extreme pressure while meeting tight deadline schedules.  Strong team builder and facilitator, creates an atmosphere that encourages individual growth among accounting professionals while maximizing their potential and production.  Ascertains needs and goals, streamlines existing operations, envisions new concepts and looks for areas of improvement while following through with development and direction.  Clearly and effectively communicates direction, commits people to action with timelines, and transforms complex information into easily understood formats.        Highlights         SAP, Dynamics AX, AS400, SBT, IFRS, JD Edwards, MAS90, Great Plains and Quickbooks.  Access, SAS and SQL.  MS Office including Excel 2010, 2007 and 2003.  UltiPro, ADP, Report Smith, E-Time Heavy, TimeSaver, EZLabor and EasyPay.     Comprehensive experience in Organizational Re-Engineering  Inventory Control/Purchasing  Reporting/Process  Improvement Financial   Management/Analysis   Quarterly/Year-End Audit   Budget & Forecasting   Preparation/Administration   General Accounting/HR/Payroll   Staff Management   Business Analysis   GAAP/JSOX/ISO/SOX            Experience      Finance Manager  ,   12/2011   to   05/2014    Company Name   －   City  ,   State      Provide financial reports for three plants in the region.  Manage day to day operations to include overseeing all accounting functions, procurement, annual budget forecast, payroll and complying with SOX.  Work with corporate HR in regards to plant personnel and suggest personnel changes in the pla [...]","job description

the flatiron school is seeking a parttime career coach to join our cyber security team at flatiron school were changing education for more than eight years weve been teaching passionate creative people how to launch careers in tech and currently offer programs in software engineering data science and cybersecurity

we know that getting a job can be challenging so our career services team supports our students each step of the way as a career coach you will coach students oneonone over video chat to set career goals hold them accountable to weekly jobseeking activities and provide guidance on the job search process including important job search topics like networking and interviewing best practices thats how we support the schools overall job placement rate

responsibilities

the career coach will
 conduct oneonone coaching sessions and checkin calls to help motivate hold students accountable and coach them through obstacles to ensure their success in their job search
 manage a roster of active job seekers and maintain communication at a regular cadence holding each student accountable to the terms of service they sign upon enrollment
 develop subject matter expertise with regard to cybersecurity career transition and flatiron school programs
 conduct detailed resume and linkedin reviews as well as mock cultural interviews providing clear and actionable feedback
 advise students on the job search process answer questions and equip them with the tools and reso [...]"
24,Talent Acquisition Manager,"CHIEF EXECUTIVE OFFICER       Summary     Award-winning executive and marketing professional experienced in high-volume, multi-unit, retail and business operations in the pharmaceutical, financial services, and food and beverage industries. Demonstrated expertise in brand development, territory management, sales operations, product launches, recruiting, and business development. Skilled in utilizing technology as a tool to improve organizational efficiency. Desires a high-level marketing position in a professional corporate environment.       Highlights          Brand Development  Project Management  Relationship Management      Training & Development   Sales Operations  Merchandising            Accomplishments      Increased annual sales to nearly $5.7 million through strategic marketing & sales campaigns.  Launched aggressive growth plans that helped increase customer base from 0 to 15,000 customers.   Created strategies to develop and expand existing customer sales, which resulted in a 200% sales growth in less than 12 months.  Grew a targeted newsletter subscriber list from 0 to 6,000 members in just 12 months.   Earned the Winner's Circle Award in 2008.        Experience     10/2008   to   Current     Chief Executive Officer    Company Name   －   City  ,   State      Developed and launched Greenie Tots ,a full-line of children's entrees, currently sold in mass retail including Whole Foods, Giant Eagle, Safeway , and independent grocery stores across the United States.  Headed online/retail marketing campaigns to drive traffic and business to our online website and into our retail stores.  Hired & trained all new brand ambassadors that marketed and sold the Greenie Tots brand to consumers & retail outlets.  Managed production setup and distribution with the largest national natural products distributer UNFI.  Developed company wide incentive performance plan which motivated staff and resulted in a 70% increase in sales.  Rolled out integrated advertising campaig [...]","introduction

introduction to the job

the talent acquisition manager is responsible for talent acquisition delivery across one of asmls key sites located in san jose you will be leading the recruitment delivery for these high growth fast paced businessesyou willreport to the talent acquisition leader and be part of the us talent acquisition teamyou will coach and drive and team of recruiters and partner with hr business partners and business leaders to ensure consistent effective and efficient recruitment strategies designed to attract source and bring in top talent to meet business goals

as directed by the talent acquisition leader you will partner with employment branding for consistent corporate image throughout recruiting campaignsalign on annual workforce target and provide guidance to management on external talent marketas a successful talent acquisition expert you will use metrics and data to inform stakeholders on hiring trends turnover rates and candidate feedbackyou will implement hiring strategies built for growth and ensure a solid talent pipeline for each business group

role and responsibilities
 manage local business partnerrelationships and provide recruitment counsel and guidance to hiringmanagers to effectively deliver the most optimal recruiting solutions
 manage coach and develop ateam of talent acquisition partners ensuring delivery to hiring demand andcustomer expectations
 provide input into strategic recruitment plans for your business groups
 create [...]"
25,Business Development Associate,"TEACHER       Summary    Obtain a position working in customer service where I can utilize my friendly and outgoing attitude. I'm very a nalytical and adept at resolving complex network issues. Critical thinker who addresses customer support issues quickly and who consistently exceeds performance standards.        Skills           Excellent analytical skills     Strong verbal communication      Computer proficient    Microsoft PowerPoint,  Microsoft Word,   Issue resolution     Attention to detail        Excellent written and verbal communication skillsExperience in a high volume, high stress work environment, productiveFluent in English and  Twi,  Energetic and organized                 Accomplishments      Top representative in department with customer satisfaction surpassing  80 %.     Received award for customer service recognition and ability to work well with the other team members.          Experience      Teacher     Jan 2016   to   Mar 2016      Company Name   －   City  ,   State     Educate children, take care of children, maintain a healthy learning environment.         Nursing Aide     Aug 2015   to   Jan 2016      Company Name   －   City  ,   State     Provide basic care for patient, accompany patient when leaving facility, maintain healthy living environment.         Front Desk Receptionist     Jun 2015   to   Sep 2015      Company Name   －   City  ,   State     Answer phones, transferring Support, Referred  difficult issues to upper management while maintaining positive rapport with customer.    customers with online billing and account issues.   calls book appointments, enroll clients.         Cook     Apr 2013   to   Aug 2014      Company Name   －   City  ,   State     Train new employees, take orders, pass orders out to customers, prepare hot and cold food items, stock deliveries, maintain work area (cleaning).         Education and Training      Bachelor of Arts  ,   African American Studies   2017     The Ohio State University   －   City  ,   Sta [...]","care  is hiring licensed home care agency is looking to hire a full time business development associate to manage sale efforts and marketing campaigns for locations in bronx queens manhattan brooklyn and westchester this role will be focused on the rockland county area

responsibilities will include but are not limited to
 developing and executing a marketing plan to meet or exceed monthly quarterly and annual growth targets
 identifying evaluating and prioritizing potential referral sources within the agencys territory and surrounding area
 demonstrating a thorough and complete knowledge of the agency including our vision mission and values the services we provide and how we differentiate ourselves from other home care agencies
 establishing and maintaining professional relationships with all referral sources
 establishing and maintaining brand awareness through referral source contacts trade shows conferences and community education efforts
 representing the agency and its services in a professional competent and responsive manner
 attending monthly agency growth meetings

qualifications
 hard worker with positive attitude
 some previous office experiences
 strong written and verbal communication skills

benefits
 paid holidays off
 pto
 health insurance
 competitive salary and bonuses

looking for a hardworking and capable individual with strong interpersonal skills
 this opportunity comes with training and growth potential within the organization candidates should be hard [...]"
26,Customer Service Agent,"AN ACCOUNT CUM FINANCE MANAGER       Summary     I am team-oriented Accountant  prepares clear, comprehensive financial reports for executive-level management.I did work as an Account Manager in India for private sector company and also worked in financial sector only.  Right now, I am looking for an entry level position based on my study in the United states.        Highlights          From 1st March, 2016  Key Skills  Familiar with a vast array of Finance activities and management skills. Knowledge of basic computer knowledge like MS Office, Word and Power point.  Accounts & Auditing  General Administration  Basic Computer  Costing  Knowledge, Tally 7.2 & 9 and ERP      Analytical reasoning  Financial statement analysis  Strength in regulatory reporting  Compliance testing knowledge  Understands foreign tax reporting  Budget forecasting expertise  Account reconciliation expert  Financial planner  Complex problem solving  Effective time management  Excellent managerial techniques  General ledger accounting  Expert in customer relations  Superior research skills  Advanced computer proficiency (PC and Mac)            Accomplishments      Accounting Skills     Operated computers programmed with accounting software to record, store, and analyze information.      General Ledger Accounts     Maintained accurate accounts including cash, inventory, prepaid, fixed assets, accounts payable, accrued expenses and line of credit transactions.    I also have a vast knowledge of Taxation laws and policies.           Experience      An Account Cum Finance Manager  ,   05/2010   －   05/2014    Company Name   －   City  ,   State      Gujarat Education Board.  Grand Project Investment Pattern of Investor on Diversification of Portfolio Management in recession Period Jan to March, 2009 Summer Training 1)TITLE: - ""Inventory Management"" To know the Inventory level in manufacturing     company 4)DURATION:- Two Months     May to July 2008 Projects Job experience I did work at RB Cars Pvt. [...]","are you interested in working from home and making your own schedule have you been searching for the right moment to start a new sidegig or maybe even start a new career

look no further we have the right opportunity for you

we are searching for a remote customer service agent to help others by booking memorable and amazing vacations all from the comfort of your own home

as a remote customer service agent you will be responsible for creating or completing clients trip itineraries in addition you will be the main contact in the event any issues were to arise prior to or during travel

responsibilities
 communicate with customers via phone email and chat
 provide knowledgeable information regarding travel destinations culture weather
 work with variety of vendorssuppliers to meet clients needs
 update clients records as necessary

qualifications
 must be  years or older
 must be authorized to work in usa
 must be excited  willing to learn"
27,"Senior Vice President and Managing Director, International Research","SECRETARY II       Summary    Energetic management professional with over seven years of experience in high-level executive support and accounting roles. Organized and dedicated professional who excels at prioritizing and completing multiple tasks simultaneously and following through to achieve all project goals.      Experience      Secretary II     Dec 2014   to   Jun 2016      Company Name   －   City  ,   State     Served as the primary support channel to five sales executive in the Albuquerque East,.  Albuquerque West, Santa Fe/Southern Colorado, Central Utah, and Northern Utah territories.  Created and maintained computer- and paper-based filing and organization systems for records and reports.  Maintained 100% adherence to budget/finance goals, approved travel expenses, and reimbursement requests.         Director of Operations     Oct 2007   to   Aug 2014      Company Name   －   City  ,   State     Implemented complete accounting system transisition from Peachtree for Manufacturing to Quickbooks Pro which increased revenue at year end due to better tracking of expenses and income.  Direct manager of a staff of 3-15 employees Supervised all aspects of day-to-day business in the Dallas, TX office from employees to all operations while coordinating reports, budgets, and information with the satellite Houston, TX office.  Developed policies and procedures responsible for trimming down operating budgets by eliminating excess spending and inventory mismanagement and boosting productivity.  Managed production schedules and order status reports for a network of over 30 franchise stores Point of contact for all escalated order related issues of customer service via phone call, email, and website correspondence.  Assisted in the design, implementation, and launch of four websites directed at positioning the company on the worldwide web to help compete in the industry.  Managed all new product development and launch.  Served as primary point of contact for the design an [...]","mathematica applies expertise at the intersection of data methods policy and practice to improve wellbeing around the world we collaborate closely with public and privatesector partners to translate big questions into deep insights that improve programs refine strategies and enhance understanding using data science and analytics our work yields actionable information to guide decisions in wideranging policy areas from health education early childhood and family support to nutrition employment disability and international development mathematica offers our employees competitive salaries and a comprehensive benefits package as well as the advantages of being  percent employee owned as an employee stock owner you will experience financial benefits of esop holdings that have increased in tandem with the companys growth and financial strength you will also be part of an independent employeeowned firm that is able to define and further our mission enhance our quality and accountability and steadily grow our financial strength read more about our benefits here 

we are seeking a passionate visionary and growth oriented leader to be a senior vice president and managing director of mathematicas international unit the successful candidate will be an established researcher and recognized thought leader with an entrepreneurial spirit and a strong track record of organizational leadership in the developing world the svp  managing director will lead mathematicas international work as we co [...]"
28,"Kitchen Exhaust Associate (Commerce, CA)","EMERGENCY DEPARTMENT PHYSICIAN       Professional Summary     I intend to practice general endocrinology; however I am pursuing additional training in the area of obesity medicine and hope to bring this expertise to the practice I join. My background in nutrition science and exercise, as well as my clinical experience in weight management and bariatric clinics, and research endeavors in clinical weight loss trials will enable me to develop the skills I need to supervise and direct patients in their weight loss efforts. I am open to working in both the inpatient and outpatient setting as my fellowship training has equipped me to manage inpatient diabetes and endocrine consults.       Education and Training        Endocrinology Clinical and Research Fellowship   2016     Duke University Medical Center   －   City  ,   State  ,   US    Endocrinology Clinical and Research Fellowship at Duke University Medical Center.   Anticipated completion June 2016.        Master of Science  ,   Clinical Research   2016     Duke University   －   City  ,   State  ,   US    Anticipated graduation May 2016.          Internal Medicine Residency   2013     Virginia Commonwealth University   －   City  ,   State  ,   US          Medical Doctorate     2010     Medical College of Georgia   －   City  ,   State  ,   US          Bachelor of Science  ,   Biology   2006     University of Georgia   －   City  ,   State  ,   US    Magna Cum Laude with High Honors        Bachelor of Science  ,   Family and Consumer Sciences, Nutrition Science   2006     University of Georgia   －   City  ,   State  ,   US    Magna Cum Laude with High Honors        Professional Experience      Emergency Department Physician     Jan 2014   to   Current      Company Name   －   City  ,   State    Employer Contact: William Knaack, MD        Fitness Instructor     Jan 2007   to   Dec 2010      Company Name   －   City  ,   State          Medical Clinic Assistant     Jan 2007   to   Dec 2007      Company Name   －   City  ,   St [...]","immediate need  now hiring 
kitchen hood cleaners  commerce ca
graveyard shifts  sunday monday tuesday wednesday thursday
paid weekly

green guard services inc is the premier kitchen exhaust cleaning company in california with restaurants like burger lounge carls jr coasterra island prime  pacific and many more

at green guard were energetic and passionate about what we do because of our continued expansion we seek qualified candidates who share our vision values and commitment to superior service we are seeking a qualified kitchen hood cleaner for our san marcosescondido location

job summary
power washing of kitchen exhaust systems including hoods duct work filters and exhaust fans the set up and take down of all job sites and equipment including wiping down of stainless steel hoods setting up wetdry vacuums high pressure hoses presprayers ladders hanging plastic sheeting etc

independent completion of work projects without supervision maintain equipment and report any mechanical deficiencies

qualifications
no experience necessary however previous mechanical electrical or kitchen hood cleaning experience a plus
paid training will be provided  must be able to travel to san diego for one week of training
green guard services will pay for your hotel mileage and  per day per diem  some restrictions due apply
this person will need to be consistent responsible honest work well with others and must have the ability to follow directions
musthave a valid drivers license and a clean [...]"
29,CNC Programmer,"INDUSTRIAL ENGINEERING INTERN       Profile     Outstanding productivity as high potential project supervisor and design engineer. Solid analytic and communication skills to resolve complex problems quickly and efficiently. Dynamic team leader with front-line experience in motivating team workers towards achieving specific goals. Hands-on experience in data analysis, discrete event simulations, manufacturing processes, process improvement, machine shop practices, welding and fabrication, and quality control. Exceptional project management skills utilizing customer commitment, team work, communication, planning and organization to achieve excellence.        Skills         C#, ASP.NET, Visual Basic, Ms Visual Studio, Ms Office Suite (Word, Excel, Project, PowerPoint, Access, Outlook, Visio), Simulations using Witness13 and SIMIO, ERP-SAP, SAS-STAT, AutoCAD             Accomplishments       Liaised with [group] to modify and improve overall product performance.  Eliminated machine defects through recommendation of machine adjustments.  Prepared plans and layouts for equipment or system arrangements and space allocation.  Prepared sheet metal fabrication drawings, modifications and commercial specification drawings in compliance with industry standards.  Met with customers to help design custom entertainment centers, china cabinets, mantels and kitchen cabinets for residential homes.   Supervised and directed over 25 employees on electronics designs that resulted in production yield improvement which later translated into $200K in company revenue.   Supervised project production efforts to ensure projects were completed to company standards, on time and within budget constraints.  Created presentation materials for sales, customer relations and management purposes.  Tested equipment to ensure compliance.  Analyzed data and provided recommendations which resulted in adoption of new cost-saving equipment.  Saved 14% on supply costs by working closely with suppliers to ens [...]","cnc programmer

we are currently seeking a fulltime cnc programmer to join our team in our hawthorne ny  location in a salaried position

who we are
founded in  clarapath s mission is to transform the laboratory space and advance how hospitals provide laboratory care our company is strategically backed by one of the largest hospitals in the country as well as visionary pharmaceutical and academic leaders in collaboration with our partners we aim to improve patient care through our automated processing analysis and diagnostics technology

from our fully automated precision sectioning technology to worldclass imaging and analysis expertise our team is building a robotic system that will impact the future of digital pathology we offer challenging opportunities to join a uniquely innovative company that straddles the worlds of medical devices robotics industrial automation and technology
to learn more about us please visit us at

about the role
clarapath is looking for a solidcam programmer who can create programs for a axis cnc and a cnc lathe and who also has machine shop experience in a manufacturing environment the cnc programmer will produce parts in a production and rd setting and will collaborate with engineers for dfma and optimal machining designs

what you ll do
core duties and responsibilities include the following
 fully operate  axis cnc in the order of making parts
 operate any type and size of single spindle or multiple spindle on a variety of operations drilling r [...]"
30,Vice President Operations,"GRANTS MANAGER           Summary     Finance professional successful in not-for-profit and for-profit organizations wanting to resume career after meeting personal goals and obtaining unrestricted work authorization.        Skills     Accounting, administration, preparing trial balance, balance sheet analysis, bank reconciliation, billing, budgeting, forecasting cash flows, cash management services, contracts, credit risk, due diligence, financial analysis and modeling, financial reporting, financial statement analysis, general ledger, government grant proposals, inventory management, investment Banking, invoicing, accounts payables, accounts receivables, legal issues, risk analysis, investment valuation.        Experience              Grants Manager    December 2009   to   July 2014     Company Name   －   City  ,   State      Perform due diligence on potential grant opportunities and monitor current funds portfolio.  This included reading all government updates on healthcare research funding, related financial matters and audits.  Worked as an integral person in all facets of financial administration in a small team with a culture of inclusion.  Have been appreciated and respected for my hard working skills and eagerness to learn.  Having worked with some of the best researchers in the healthcare field, I have had to wear multiple hats and work with tight deadlines.  Specialized in preparing grant proposals for both federal and non-federal sponsors that included various grants mechanisms, Clinical Trails, Research Contracts and IPAs.  Held a key role in pulling together and maintaining a large and complex international grant that involved 21 sites (domestic and international).  This role enabled me to become an excellent team player.  Managed all post-award administration for all types of sponsored research projects including, subaccounts, budgeting, creating purchase orders, invoicing, monitoring, expense processing and reconciliation, financial reporting, IRB, OM [...]","do you want to work on some of the most interesting commercial roofing projects in the columbus area we are now hiring for a vp of operations when you join our team you wont be given impossible deadlines or unrealistic performance quotas we believe in creating a work environment that allows you to enjoy the projects you work on and giving you the resources you need to be a leader in our industry we have been setting the standards for commercial roofing in columbus for over  years and look forward to continued growth

what we offer

paid holidays

regular mf schedule

pretax benefits like fuel health dental vision and life insurance

no overnight or outoftown travel

companypaid phone and computer

great worklife balance

what youll be doing

manage and coordinate job details between the field and office

participate in the transition of the job from estimating to project management

measure  organize jobs

communicate with customers and subcontractors

hybrid role  field  office

what we look for

minimum of  years of commercial roofing experience

familiar with major commercial roofing systems such as singleply and bur

reroof in epdm pvc tpo and kee

carpentry metal and shingles experience preferred

valid drivers license

osha  year preferred

attention to detail and ability to recognize discrepancies"
31,Ecommerce Manager  Remote,"COLOUR ANALYST       Summary    Creative , detailed, passionate and technical results driven Senior Color Analyst who excels in a fast paced fashion manufacturing and retail environment, leading product development and revenue growth. Design and color fashion forward, everyday-wearable apparel, swim and active wear that exceed sales goals. Innovative and resolute thinker, color expert who builds strong relationships with cross-functional product design, art design, merchandising, sourcing and manufacturing teams. 
AREA OF EXPERTISE:
*Creative and Color analyst for everyday wearable apparel, swim, performance active wear and multi-fabric dyed to match garments.
*Trend analysis and forecast, seasonal color palette creation, denim/woven shade band expertise,  color/dyestuff execution and limitation expertise, trim knowledge and development.      Highlights         Color iQc, PLM, Microsoft office (Word, Excel, PowerPoint and Outlook) and Lotus Notes. Affluent in Adobe Illustrator and Photoshop. Microsoft Office, Outlook, PowerPoint, Excel & Word  Affluent knowledge of Adobe Illustrator             Accomplishments     Providing sole responsibility to Athleta a $565 million brand for all color issues, evaluations, color recommendations for fabrics and create seasonal color palettes across all aspects of the brand (Divisions, Categories, Prints and different fabrics)   Implemented in-store light source (U3500) to primary light source during Athleta color evaluation process and procedures.        Experience     08/2002   to   01/2006     Colour Analyst    Company Name   －   City  ,   State      Office Choosing the seasonal color palette pantone # (PMS) for design and graphic purposes.  Visual Evaluation of seasonal Color Lab Dip/Bulk Submissions.  Communicating evaluation results with off-shore/domestic Vendors.  Colour Technician & Label /Trims Management Visual Evaluation of seasonal Color Lab Dip/Bulk Submissions Organizing and choosing the seasonal color palette panton [...]",are you a motorsport enthusiast trapped in a job where you work on boring websites that sell cogs and widgets do you wish you could use your skills to help race cars go faster instead have you been waiting for the right opportunity to align your career with your passion and hobby if so here is your chance apex race parts is looking for the right individual to join our team as our ecommerce manager and help us develop the absolute best website for purchasing lightweight race wheels we know our current site sucks which is why were about to launch a brand new one weve been working on it for years we may launch phase one of the site before you join our team but thats just a small first step your role would be to take ownership of the site going forward and drive many more feature enhancements site optimizations funnels and more to be successful in this position youll need strong leadership skills and project management experience as you grow the internal team while also overseeing outside agencies and contractors who already do a lot of the leg work if you havent built and managed a meaningful enterprise ecommerce website before  one that offers hundreds of landing pages and that required a team of designers developers and marketers to produce  then you likely dont have the experience this position requires were not looking for a catalog manager or someone to put up promotional banners we already have people for that we want an individual who would complement our existing skills [...]
