row_id,job_id,resume_id,source_for_sample,embedding_similarity,skill_overlap,weighted_skill_score,resume_category,job_position_title,resume_text,job_description
29,768,1803,topK,0.6714346,0.25,0.2624907,ENGINEERING,CNC Programmer,"INDUSTRIAL ENGINEERING INTERN       Profile     Outstanding productivity as high potential project supervisor and design engineer. Solid analytic and communication skills to resolve complex problems quickly and efficiently. Dynamic team leader with front-line experience in motivating team workers towards achieving specific goals. Hands-on experience in data analysis, discrete event simulations, manufacturing processes, process improvement, machine shop practices, welding and fabrication, and quality control. Exceptional project management skills utilizing customer commitment, team work, communication, planning and organization to achieve excellence.        Skills         C#, ASP.NET, Visual Basic, Ms Visual Studio, Ms Office Suite (Word, Excel, Project, PowerPoint, Access, Outlook, Visio), Simulations using Witness13 and SIMIO, ERP-SAP, SAS-STAT, AutoCAD             Accomplishments       Liaised with [group] to modify and improve overall product performance.  Eliminated machine defects through recommendation of machine adjustments.  Prepared plans and layouts for equipment or system arrangements and space allocation.  Prepared sheet metal fabrication drawings, modifications and commercial specification drawings in compliance with industry standards.  Met with customers to help design custom entertainment centers, china cabinets, mantels and kitchen cabinets for residential homes.   Supervised and directed over 25 employees on electronics designs that resulted in production yield improvement which later translated into $200K in company revenue.   Supervised project production efforts to ensure projects were completed to company standards, on time and within budget constraints.  Created presentation materials for sales, customer relations and management purposes.  Tested equipment to ensure compliance.  Analyzed data and provided recommendations which resulted in adoption of new cost-saving equipment.  Saved 14% on supply costs by working closely with suppliers to ens [...]","cnc programmer

we are currently seeking a fulltime cnc programmer to join our team in our hawthorne ny  location in a salaried position

who we are
founded in  clarapath s mission is to transform the laboratory space and advance how hospitals provide laboratory care our company is strategically backed by one of the largest hospitals in the country as well as visionary pharmaceutical and academic leaders in collaboration with our partners we aim to improve patient care through our automated processing analysis and diagnostics technology

from our fully automated precision sectioning technology to worldclass imaging and analysis expertise our team is building a robotic system that will impact the future of digital pathology we offer challenging opportunities to join a uniquely innovative company that straddles the worlds of medical devices robotics industrial automation and technology
to learn more about us please visit us at

about the role
clarapath is looking for a solidcam programmer who can create programs for a axis cnc and a cnc lathe and who also has machine shop experience in a manufacturing environment the cnc programmer will produce parts in a production and rd setting and will collaborate with engineers for dfma and optimal machining designs

what you ll do
core duties and responsibilities include the following
 fully operate  axis cnc in the order of making parts
 operate any type and size of single spindle or multiple spindle on a variety of operations drilling r [...]"
30,100,2254,A_mid,0.469802,0.0,0.0,BANKING,Vice President Operations,"GRANTS MANAGER           Summary     Finance professional successful in not-for-profit and for-profit organizations wanting to resume career after meeting personal goals and obtaining unrestricted work authorization.        Skills     Accounting, administration, preparing trial balance, balance sheet analysis, bank reconciliation, billing, budgeting, forecasting cash flows, cash management services, contracts, credit risk, due diligence, financial analysis and modeling, financial reporting, financial statement analysis, general ledger, government grant proposals, inventory management, investment Banking, invoicing, accounts payables, accounts receivables, legal issues, risk analysis, investment valuation.        Experience              Grants Manager    December 2009   to   July 2014     Company Name   －   City  ,   State      Perform due diligence on potential grant opportunities and monitor current funds portfolio.  This included reading all government updates on healthcare research funding, related financial matters and audits.  Worked as an integral person in all facets of financial administration in a small team with a culture of inclusion.  Have been appreciated and respected for my hard working skills and eagerness to learn.  Having worked with some of the best researchers in the healthcare field, I have had to wear multiple hats and work with tight deadlines.  Specialized in preparing grant proposals for both federal and non-federal sponsors that included various grants mechanisms, Clinical Trails, Research Contracts and IPAs.  Held a key role in pulling together and maintaining a large and complex international grant that involved 21 sites (domestic and international).  This role enabled me to become an excellent team player.  Managed all post-award administration for all types of sponsored research projects including, subaccounts, budgeting, creating purchase orders, invoicing, monitoring, expense processing and reconciliation, financial reporting, IRB, OM [...]","do you want to work on some of the most interesting commercial roofing projects in the columbus area we are now hiring for a vp of operations when you join our team you wont be given impossible deadlines or unrealistic performance quotas we believe in creating a work environment that allows you to enjoy the projects you work on and giving you the resources you need to be a leader in our industry we have been setting the standards for commercial roofing in columbus for over  years and look forward to continued growth

what we offer

paid holidays

regular mf schedule

pretax benefits like fuel health dental vision and life insurance

no overnight or outoftown travel

companypaid phone and computer

great worklife balance

what youll be doing

manage and coordinate job details between the field and office

participate in the transition of the job from estimating to project management

measure  organize jobs

communicate with customers and subcontractors

hybrid role  field  office

what we look for

minimum of  years of commercial roofing experience

familiar with major commercial roofing systems such as singleply and bur

reroof in epdm pvc tpo and kee

carpentry metal and shingles experience preferred

valid drivers license

osha  year preferred

attention to detail and ability to recognize discrepancies"
31,244,1634,C_rand,0.5434469,0.11111111,0.11738941,APPAREL,Ecommerce Manager  Remote,"COLOUR ANALYST       Summary    Creative , detailed, passionate and technical results driven Senior Color Analyst who excels in a fast paced fashion manufacturing and retail environment, leading product development and revenue growth. Design and color fashion forward, everyday-wearable apparel, swim and active wear that exceed sales goals. Innovative and resolute thinker, color expert who builds strong relationships with cross-functional product design, art design, merchandising, sourcing and manufacturing teams. 
AREA OF EXPERTISE:
*Creative and Color analyst for everyday wearable apparel, swim, performance active wear and multi-fabric dyed to match garments.
*Trend analysis and forecast, seasonal color palette creation, denim/woven shade band expertise,  color/dyestuff execution and limitation expertise, trim knowledge and development.      Highlights         Color iQc, PLM, Microsoft office (Word, Excel, PowerPoint and Outlook) and Lotus Notes. Affluent in Adobe Illustrator and Photoshop. Microsoft Office, Outlook, PowerPoint, Excel & Word  Affluent knowledge of Adobe Illustrator             Accomplishments     Providing sole responsibility to Athleta a $565 million brand for all color issues, evaluations, color recommendations for fabrics and create seasonal color palettes across all aspects of the brand (Divisions, Categories, Prints and different fabrics)   Implemented in-store light source (U3500) to primary light source during Athleta color evaluation process and procedures.        Experience     08/2002   to   01/2006     Colour Analyst    Company Name   －   City  ,   State      Office Choosing the seasonal color palette pantone # (PMS) for design and graphic purposes.  Visual Evaluation of seasonal Color Lab Dip/Bulk Submissions.  Communicating evaluation results with off-shore/domestic Vendors.  Colour Technician & Label /Trims Management Visual Evaluation of seasonal Color Lab Dip/Bulk Submissions Organizing and choosing the seasonal color palette panton [...]",are you a motorsport enthusiast trapped in a job where you work on boring websites that sell cogs and widgets do you wish you could use your skills to help race cars go faster instead have you been waiting for the right opportunity to align your career with your passion and hobby if so here is your chance apex race parts is looking for the right individual to join our team as our ecommerce manager and help us develop the absolute best website for purchasing lightweight race wheels we know our current site sucks which is why were about to launch a brand new one weve been working on it for years we may launch phase one of the site before you join our team but thats just a small first step your role would be to take ownership of the site going forward and drive many more feature enhancements site optimizations funnels and more to be successful in this position youll need strong leadership skills and project management experience as you grow the internal team while also overseeing outside agencies and contractors who already do a lot of the leg work if you havent built and managed a meaningful enterprise ecommerce website before  one that offers hundreds of landing pages and that required a team of designers developers and marketers to produce  then you likely dont have the experience this position requires were not looking for a catalog manager or someone to put up promotional banners we already have people for that we want an individual who would complement our existing skills [...]
32,819,2475,A_mid,0.49885133,0.2,0.20833333,AVIATION,FT Sales Associate,"SENIOR LEAD TECHNOLOGIST EDITOR           Professional Profile    Over 25 years of experience providing technical support and project management in the system safety and environment, safety and health disciplines.  Experience includes: MIL-STD-882 system safety programs; system safety reports and analyses; Programmatic Environment, Safety, and Occupational Health (ESOH) Evaluation (PESHE); policy analysis and development; environmental planning; regulatory compliance evaluations; DoD systems acquisition program oversight and support, pollution prevention (P2) programs and technology transfer.  I have extensive experience working with DoD Components and am retired from service with the U.S. Navy.  Certified as a Navy Principal for Safety and currently hold a TOP SECRET clearance.      Qualifications          Vast technical knowledge  Project management  Background in [engineering focus]  Strong presentation skills  Complex problem solver  Advanced critical thinking                Experience      Senior Lead Technologist Editor    January 2000   to   Current     Company Name           Defined application problems by consulting with clients to evaluate procedures and processes.  Developed a new customer base consisting of  [Number]  accounts.  Managed budget forecasting, goal setting and performance reporting for all accounts.  Directly managed multi-million co-operative budgets supporting global GTM strategy.  Identified strategic partnerships and gathered market information to gain a competitive advantage.  Delivered performance updates, quarterly business reviews and planning meetings.  Targeted new long-term business partner prospects and closed  [Number]  deals in  [Time period]  in the  [Industry]  industry.  Tracked RFPs and bids to develop new business opportunities.  Planned strategic brand-building events to expand the product portfolio.  Contacted new and existing customers to discuss how specific products could meet their needs.  Identified, coordinated and [...]","now hiring sales consultants  at levin furniture  mattress

earn more  well guarantee your pay while you learn and build your clientele

on average sales consultants can earn    annually

were a familyowned company with a history of caring for our employees customers and community

now offering a  signon bonus

levin furniture  mattress compensation and benefits program
 generous draw vs commission structure  commission up to   bonus income
 paid training  minimum guaranteed salary of month for the first  days
  signon bonus
 firstyear associate average earnings 
 average annual salary up to 
 top performers can earn  annually
 growth opportunities  levins loves to promote from within
 great benefits  medical dental vision life  disability  and pto
 generous employee discount
 friendly supportive work environment
 beautiful showroom with top brands  trends
job descriptionduties
 maximize excellent customer service and customer satisfaction
 meets andor exceeds minimum sales standards and assigned sales goals
 prospects new customers through various networking and clienteling efforts
 completes all required initial and ongoing sales training programs and attends required store meetings
 communicates with all internalexternal customers clients management andor colleagues in a professional manner
 works independently andor cooperatively with others as part of a team

required skills
skillsrequirements
 flexibilityavailability to work a retail hoursscheduling includes days evenin [...]"
33,772,1652,B_xcat,0.5148415,0.0,0.0,APPAREL,Programmer Analyst with R Consultant,"ROUTE MANAGER           Summary     To obtaining a position in a company that will allow me to better use my skills and knowledge to advance the performance and profitability of that company. Goal oriented, self-motivated with twenty years of experience as a Supervisor/Manager of personnel, products, and budgets.   Driven to tackle projects that advance the organization and build collaboration/teamwork among peers and subordinates.   Leader of the consistently, number one ranked office for the MasTec Money sales program.   Major strengthens include demonstrated track record of honesty, integrity, and loyalty; sound leadership; excellent communication skills; strong team player; advocate of self-efficacy; attention to detail; highly organized; proficient planner.       Highlights          Operations management  Inventory control  Supervision and training  Procedure development  Analytical  Team building  Multi-site operations  Staff retention      Sound judgment  Calm under pressure  Relationship building  Systems implementation  Troubleshooting and problem solving  Dedicated  Client relationships  Contract management              Accomplishments     Leadership   Served as a Regional Trainer when  C ontinuous  I mprovement  M anagement  S ystem was introduced to the company.     Business Development:     Successfully grew business by [action].      Project Management:     Initiated [project] which resulted in [positive outcome].         Experience      Route Manager    January 2002       Company Name   －   City  ,   State      Built a steady repeat customer base by providing a quality product and exceptional customer service.  Maintained inventory levels along with current product knowledge daily.  Completed daily reconciliations, recorded and made deposits of up to $1500.          Site Manager    January 2007   to   Current     Company Name   －   City  ,   State      Analyze reporting data to identify areas of opportunity and provide solutions to maximize performanc [...]","one of our clients a global market research company is looking for a talented programmer analyst with r consultant

 months initial contract with possible extensions andor permanent option remote position

location  remote position

please read the description below and to be considered immediately email your resume to barryrbrainsworkgroupcom

programmer analyst with r consultant

responsibilities
 must have substantive programming experience in r to aid company in translating existing code from sas to r
 enable shifting the platform in which the company executes their methodologies
 translate methodology code from sas to r and confirm that the resulting translation is equivalent to the original
 receive task assignments using an issue tracker and kanban board track time spent on each task and help estimate time necessary for future similar tasks tasks will largely be translating portions of statistical programs from sas to r
 in preparation for translating code review existing code and data and ask for any clarifications necessary using inputs and outputs from existing programs prepare test cases for each module prior to translation
 when translating code follow example coding patterns set by reviewing example translated programs and any documentation provided such as programming style guides etc the programs will be translated to r with particular emphasis placed on using the sparklyr and dplyr packages for data manipulation and the test that package for testing
 proactive [...]"
34,198,2084,topK,0.73275083,0.5,0.45577154,PUBLIC-RELATIONS,Office Clerk,"INSURANCE SPECIALIST       Summary    Accomplished communicator who mediates effectively and uses negotiating and persuasion skills to       achieve consensus. Proficient in account management, training, project management, and building       strong relationships. Proven ability to streamline operations, educations, and troubleshoot problem       areas. Demonstrated history of successful administration and effective issue resolution, while       providing high-quality leadership, and managing individuals from varying backgrounds.      Skills             Spreadsheet management          POS systems  Microsoft Office proficiency            Advanced MS Office Suite knowledge          Medical Billing  Microsoft Excel certified          Administrative support specialist        QuickBooks   Expert          employee training  Invoice processing            Advanced clerical knowledge   Microsoft excel  Marsha systemFosse system            Experience      Insurance Specialist   04/2017   to   Current     Company Name   City  ,   State        Processed applications, payments, corrections, endorsements and cancellations.      Developed, implemented and monitored new underwriting guidelines for the agency.        Compiled coverage and rating information in an accessible format.         Submitted up-to-date activity and production logs to agency management for review.            Researched coverage and premium options and supplied clients with the best coverage available.             Finalized and maintained all types of personal lines insurance policies within the agency.                 Front desk agent   12/2015   to   Current     Company Name   City  ,   State       Dispensed guidance, direction and authorization to carry out major plans.  Reviewed sales price
          and operating costs.  Ensured work was accomplished in a safe manner in accordance with established operating
          procedures and practices.  Handled telephone inquiries.  Documented business requirements [...]","office clerkdo you have experience in administrative work
 are you knowledgeable in the hvac industry
 you can use your admin skills in this office clerk position with a thriving local jacksonville company
 we are currently recruiting for a opportunity at a leading heating and air company
 it is a fast paced environment with a small tight knit team
 responsibilitiesanswering phones and scheduling appointments filing data entry working on projects with time management skills keeping office tidy ordering supplies and light accounting
 daily software use includes ms office  outlook excel word teams onedrive quick books online and smart service  cms dispatching appointment scheduling
 skills microsoft office front desk time management dispatch  year of experience is required filing data entry  years of experience is required answering phones scheduling appointmentseducation high schoolqualifications years of experience  years experience levelexperiencedshift firstworking hours  pm   pmrandstad is a world leader in matching great people with great companies
 our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company
 whether youre looking for temporary temporarytopermanent or permanent opportunities no one works harder for you than randstad
 eeo employer race religion color national origin citizenship sex sexual orientation gender identity age disability ancestry veteran status [...]"
35,625,968,topK,0.50675654,0.0,0.0,AGRICULTURE,Sales Associate - Dalhousie,"SALES ASSOCIATE       Professional Summary    Creative problem solver offers exceptional analytical, communication and interpersonal skills; extensive Mental Health and I/DD experience; management/supervisory skills and a commitment to proficiency and effectiveness for a progressive, quality-driven organization. HIV Director/Case Manager- 3years (B.R.O.N. CDC) Person Centered Thinking Train-the-Trainer Qualified Professional Experience/ 20 years- (CAP-MR/DD; MH/SA; ICF/MR) CPR-First Aid/Bloodborne - Certified Customer Service experience over 20 years Church Office Manager 3+ years Notary Public Teacher/Lecturer Develop policy and procedures manual for other agencies Music Director 6+ years      Skills          Project management  Strategic planning  Budgeting and finance  Recruitment and talent development  Process improvement  Visionary  Microsoft Office Suite expert  Visionary      Customer relations  Quality control  Personnel management  Customer-oriented  Accounts payable and receivable  Flexible thinker  Complex problem solving  Customer needs assessment  Microsoft Office Suite expert            Work History      Sales Associate     04/2013   to   Current      Company Name   –   City  ,   State      Greeted customers in a timely fashion while quickly determining their needs.  Recommended merchandise to customers based on their needs and preferences.  Maintained knowledge of current sales and promotions, policies regarding payment and exchanges and security practices.  Responded to customer questions and requests in a prompt and efficient manner.  Contacted other store locations to determine merchandise availability.  Engaged with customers in a sincere and friendly manner.  Completed all cleaning, stocking and organizing tasks in assigned sales area.  Built relationships with customers to increase likelihood of repeat business.  Contributed to team success by exceeding team sales goals by  [number] %.  Contributed to team success by exceeding team sales goals [...]","job description

welcome to plantlife cannabis were so excited to lead canada with one of the fastestgrowing cannabis retail companies we currently have  retail operations opened andor in development and the growth doesnt stop there we are currently hiring for our calgary  dalhousie location

our plans for vast expansion necessitates a team of allstars to help us achieve our goals our retail locations demand a lot out of our team and therefore we are seeking the best of the best to keep our stores and customers satisfied

question  do you
 have experience and enjoy working with a team or individually
 have a passion for the cannabis industry
 have the drive to educate and guide new and current customers with exceptional service
 have determination and are ready to set goals for yourself and your team
 want to be involved in a fastgrowing company that gives you the potential to advance

if the answer is yes we want you

requirements
 proven experience as a sales advisor or another customer servicesales role
 experience in handling cash and utilizing pos system
 able to balance a customeroriented and a resultsdriven approach
 patient and comfortable dealing with customer complaints

why work for us

good question there are a few reasons why we think youd love to be a part of our team
 find some likeminded people who may even become your best buds
 advancement opportunities that open up everyday
 training and education of the industry will always be there for you to utilize and [...]"
36,649,123,A_mid,0.48009902,0.0,0.0,DESIGNER,Retail Furniture Sales Consultant,"INSTRUCTIONAL DESIGNER           Summary    Dependable and resourceful Instructor/Trainer, Technical Writer and Instructional Designer who designs documentation, training programs or
curriculums, including classroom lectures, online courses, and self-study sessions, directed at students, employees,
organization members, or those who use the organization's products or services.      Accomplishments      State of TN Teacher License 474: Business Education    Software Expertise: Adobe Acrobat Prof. 9, Adobe Captivate 5, 5.5, 7, 8, Adobe Contribute 4, Adobe Dreamweaver, Adobe InDesign, Adobe PhotoShop, Articulate Studio 9/Storyline, Fireworks ­ Basics, Flash ­ Basics, LMS: Blackboard, SumTotal, Moodle Microsoft Access ­ '03, '07, Microsoft Excel ­ '03, '07, '10, Microsoft Outlook ­ '03, '07, Microsoft PowerPoint ­ '03, '07, '10, Microsoft Publisher ­ '03, '07, Microsoft Word ­ '03, '07, '10, SnagIt.        Education      University of Memphis     2016       Doctor of Education  :   Instruction and Curriculum Leadership Instructional Design and Technology    City  ,   State      GPA:   1st Generation PhD Fellowship Academic Achievement Award    Instruction and Curriculum Leadership Instructional Design and Technology 1st Generation PhD Fellowship Academic Achievement Award        University of Phoenix     2005       Master of Arts  :   Adult Education and Distance Learning    City  ,   State      GPA:   GPA: 3.91    Adult Education and Distance Learning GPA: 3.91        University of Memphis     2003       Bachelor of Science  :   Business Administration Management    City  ,   State      GPA:   Minority Merit Scholar    Business Administration Management Minority Merit Scholar        Experience      Company Name     May 2015   to   September 2015     Instructional Designer   City  ,   State      Responsible for designing and developing course modules for the university by working with instructors and internal subject matter experts.          Company Name     January 201 [...]","job details
salary
   a year
job type
fulltime
qualifications
license
drivers license required
benefits
pulled from the full job description
k
k matching
dental insurance
health insurance
paid time off
full job description
lazboy furniture galleries of central nj is growing and we are adding to our awardwinning team we are looking for qualified energetic career minded sales professionals our sales associates are paid a base salary of  plus bonuses with the potential to earn up to 
our average sales associate makes over  per year with our top performers earning over 
furniture sales associate benefits
health dental matchpaid vacationspto and accommodating schedulesfurniture sales associate qualifications
candidates must possess the ability to learn quickly retain knowledge and accept ongoing training and coachingyear retail sales experience  preferredcustomer service experience  this is a customer facing jobvalid drivers licensemust be available to work weekends and some major holidaysfurniture sales associate responsibilities
will include efficient use of our crm systemactive customer follow up including phone calls and emails and great attention to detailgreeting and speaking to customers as they come into the storewill be standing on your feet for most of your shift helping customersyou will be required to sell a minimum of  each monthjob type fulltime
pay    per year
covid considerations
employees and customers need to wear masks plexiglass is installed at checkout counter [...]"
37,690,354,B_xcat,0.50170225,0.25,0.26600498,TEACHER,Medical Assistant,"TEACHER       Professional Summary    Highly organized and detail-oriented Administrative Professional with  more than 10 years experience supplying thorough, organized administrative support to senior executives.      Skills      Filing and data archiving,   Employee training and development,   Critical thinker,   Microsoft Office (Excel, Publisher, PowerPoint, Word),   Multi-line phone proficiency,   Advanced clerical knowledge,   Invoice processing,   Accounting familiarity,   Appointment setting,   Social media knowledge,   Works well under pressure,   Excellent planner and coordinator,   Accurate and detailed,   Customer service-oriented,   Articulate and well-spoken,   Database management,   Teaching/tutoring,   Technological instruction,   Effective time management        Work History      Teacher     08/2013  
                                to   Current      Company Name   –   City  ,
                              State      Develop and implement engaging, effective, student-centered lessons in Reading, Phonics, Math, Science, Social Studies, Writing, and Language Arts.  Use activities, songs/raps, and materials to enhance student learning and self-esteem.  Create multi-sensory literacy and content based workstations.  Conducted parent conferences, faculty and team meetings, Actively participated in activities which included: assessing student progress, assigning grades, taking attendance, recess duty, keeping parents/guardians informed through weekly progress reports/behavior charts, phone calls and email.         Teacher Intern     01/2013  
                                to   05/2013      Company Name   –   City  ,
                              State      Develop and implement engaging, effective, student-centered lessons in all subject areas for a diverse group of second grade special and regular education students.  Use activities, songs, and materials to enhance student learning and self-esteem.  Designed and implemented an interactive science unit o [...]","medical assistant
location
jacksonville florida united states of america  category
medical center support  job id


apply now 
were unique you should be too
were changing lives every day for both our patients and our team members are you innovative and entrepreneurial minded is your work ethic and ambition off the charts do you inspire others with your kindness and joy
were different than most primary care providers were rapidly expanding and we need great people to join our team
the care promoter  is an unlicensed medical professional crosstrained to perform routine administrative and clinical tasks to keep the medical centers running smoothly the duties of care promoter  vary from setting to setting depending on the size location and type in addition to administrative duties care promoters perform clinical duties under direct physician supervision in accordance with state practice acts the care promoter  is an integral member of a physicianled care team that is focused on providing excellent and comprehensive primary care for a specific population of patients
essential job dutiesresponsibilities
measures and records vital signs records patient interview history and chief complaintprepares patients for examinations and performs routine screening tests assists physician with exams explain treatment procedures and physicians instructions to patientphlebotomy and collection of other lab specimens performs basic waived lab testsprepares and administers medications under physicia [...]"
38,836,705,topK,0.6431281,0.25,0.25,HEALTHCARE,Travel Nurse - RN - TELE - Telemetry - $2397.79 / Week,"CNA IN SKILLED HEALTHCARE       Professional Background     I am looking to further my career using my knowledge and skills obtained in the healthcare industry over the past eleven years. I feel I could contribute to any company where I may be employed by utilizing the training, skills, and experience I have acquired.       Skill Highlights          ADL's  Vitals  I/O  Caretracker Documentation      Positioning  Gait Belt  Sliding Board Transfer  Mechanical Lifts               Accomplishments     Trained new employees at Redstone Highlands. Geriatric Course. CNA certification. Excellent communication skills. Associates Degree from the Art Institute. Diploma in Computer Technology plus classes in Computer Systems Electronics Technology and Web Design at Westmoreland County Community College.       Professional Experience     10/2014   to   Current     CNA in Skilled Healthcare    Company Name   －   City  ,   State      Provided primary resident care and assistance with daily living activities.      Provided caring companionship to elderly and developmentally disabled patients.        Worked as part of team to execute proper care of body mechanics and safety of patient.          Obtained vitals for a floor of 25 patients per shift           Maintained patient privacy and confidential patient information.             Monitored patients with acute conditions.             ​      ​        04/2013   to   12/2013     CNA in Skilled Healthcare    Company Name   －   City  ,   State      Assisted patients with multiple chronic diagnoses, including COPD and asthma.     Supported patients with customized patient teaching tools.      Maintained patient privacy and confidential patient information.          Obtained vitals for a floor of 25 patients per shift.            Provided primary resident care and assistance with daily living activities.        ​        08/2012   to   03/2013     CNA in Skilled Healthcare    Company Name   －   City  ,   State      Provided primary resident [...]","american mobile healthcare is seeking an experienced telemetry registered nurse for an exciting travel nursing job in cleveland oh shift  hr days start date  duration  weeks pay   week
registered nurse  telemetry  travel  tele rn

job description  requirements
registered nurse  telemetry  tele rn
startdate  shifts  d pay rate   

as a valued member of the telemetry tele rn team you will care for patients with a wide range of conditions including complex cases this unit constantly monitors blood pressure heart rate blood oxygen level and cardiac electrical activity of patients on the unit utilizing specialized equipment rns will mainly care for patients recovering from heart conditions or cardiac surgery the right candidate for this role will have the opportunity to work in a professionally challenging positive and innovative telemetry work environment at this highly regarded facility

required qualifications
 oh license in hand expiration
 bls
 tele experience

preferred qualifications
epic experience

facility location
sprawling for  miles along the shores of lake erie cleveland has developed into a gleaming model of urban rejuvenation once the industrial hub of the heartland this forwardthinking city now boasts glass towers and contemporary highrises modern museums the rock  roll hall of fame and many cuttingedge health care facilities

job benefits
at american mobile healthcare we take care of our travelers we offer
 competitive pay rates
 free quality private housing
 med [...]"
39,18,177,A_mid,0.3209553,0.0,0.0,DESIGNER,CEO,"PROJECT MANAGER/CAD DESIGNER             Experience     05/2015   to   Current     Project Manager/CAD Designer    Company Name          Oversee and manage all commercial and residential iron railing, security door, gate, and window well cover projects.  Interact with customers (templating, timeframes, provide design ideas and solutions, etc.).  Coordinate installs with in-house installers as well as other contractors.  Draft custom hand rails, stair rails, gates, doors along with any other miscellaneous projects using Sketchup Pro.  Provide the shop with detailed blueprints, cut lists, and install sheets Answer fabrication questions.         06/2014   to   05/2015     Welder/Fabricator    Company Name          Make templates for custom handrails.  Fabrication and installation of commercial and residential stair railings, deck railings and balusters.  On-site welding and fabrication.         05/2012   to   09/2012     Strip vehicles    Company Name          Strip upholstery (seats, floors, convertible tops, and headliners).  Repaired seat foam, chrome, and leather
Address Pro, Shipping Company.         01/2010   to   10/2014       Miscellaneous inserting, packaging, and hand work.          Education     2014           Grandview High School   －   City  ,   State             May 2015           Pickens Technical College   －   City  ,   State                Certifications    Safety in welding
*Oxy-acetylene welding and cutting
*Plasma torch cutting
*Blueprint and welding symbol reading
*Positions 1-4 GMAW, FCAW, SMAW with and without backing
*Knowledge of destructive and non-destructive testing
*Entry level Aluminum GTAW and carbon GTAW
*2014 and 2015 SKILLS USA competition
*Basic/SMAW/Semi-Automatic Welding Certificate
*Basic/SMAW/Semi-Automatic/AWS Entry Level Welder Certificate
*Basic/Entry/Advanced Welder Certificate
*Advanced Welder Certificate
*AWS Entry-Level Welder Certificate
*SMAW Structural Welding Certificate
*Semi-Automatic Welding Certificate      Interest [...]","chief executive officer  rivervista

newvista healthcare is a forward thinking development and operating company of behavioral health hospitals substance abuse rehabilitation centers and behavioral health providers serving the population

we are now seeking to fill the key position of chief executive officer ceo for rivervista the chief executive officer is responsible for providing strategic leadership for all operational and financial affairs of the facility

responsibilities
 develops and executes strategic initiatives to achieve goals related to the successful operation of the overall strategic plan of the sud center
 provides for communication and interface with all newvista divisions to insure integration and compliance with all relevant federal state and local standards guidelines and regulations
 implements controls for the effective and efficient utilization of physical and financial resources and monitors a system of accountability for the budget of the facility
 develops and maintains sound business relationships with key people in the community so as to promote the center as a quality professional sud services organization

project management
 responsible for supervision of program directors and marketing directors
 negotiate contracts with medical directors thirdparty payors community mental health centers and other agencies on behalf of various projects
 provide overview and supervision of jcaho survey preparedness medicare surveys state licensure surveys as nec [...]"
40,85,1413,topK,0.6367358,0.25,0.17076151,CHEF,Kitchen Cleaner (Utility),"EXECUTIVE CHEF       Professional Summary        Energetic culinary professional with a blend of creativity, passion for food and exceptional cooking skills. Works well as a dynamic leader in high-pressure settings.      Skills              Strong attention to safe food handling procedures  Chef at  The Cork Tree , awarded best restaurant in  West Ways Magazine    Employed at  Bing Crosby's , featured in  Desert Sum Magazine  ""Chefs Surprise"" column August 2008      Beautiful presentation of food  Food presentation talent  Hospitality and service industry background  Food presentation talent            Work History          Executive Chef     05/2012   to   Current      Company Name   –   City  ,
                              State      www.thecorktree.com.  Modern California and Mediterranean Cuisine.   Managed kitchen staff by recruiting, selecting, hiring, orienting, training, assigning, scheduling, supervising, evaluating and enforcing discipline when necessary.    Developed menus, pricing and special food offerings to increase revenue and customer satisfaction.  Actively involved in cost control, sanitation, menu development, training, recruitment, private dining and catering.  Regularly interacted with guests to obtain feedback on product quality and service levels.  Reduced food costs by using seasonal ingredients, setting standards for portion size and minimizing waste.         Head Chef     01/2011   to   05/2012      Company Name   –   City  ,
                              State      Was head chef for this fine dining steakhouse, helped designed kitchen, created all menus, hired all kitchen staff, set up all accounts for the kitchen.  Did all meat and fish portioning, made all sauces, worked the grill and line at service.  Planned dinner and bar menus, as well as special menus for in-house special events and catering.         Sous Chef     01/2010   to   01/2011      Company Name   –   City  ,
                              State      website: www.smoketree [...]","job description sweeps and mops floors to comply with safety and sanitation standards

washes worktables walls refrigerators meat blocks and other food prep surfaces

removes trash and places it into designated containers

steam cleans or hoses out garbage cans

transfers supplies and equipment between storage and work areas

assists with banquet table and front of the house set up

assist with loading or unloading and delivering supplies and product

distributes supplies utensils and portable equipment as needed

complies with outlined sanitation and safety requirements

performs other duties as assigned

company description bon appétit management company is an onsite restaurant company offering full foodservice management to corporations universities and specialty venues

based in redwood city ca bon appétit has more than  cafés in  states including ones for google oracle emory university the getty center and public restaurants such as stem kitchen  garden and public house in san francisco

bon appétit chefs cook from scratch including sauces stocks and soups

a pioneer in environmentally sound sourcing policies bon appétit has developed programs addressing local purchasing the overuse of antibiotics sustainable seafood the food and climate change connection humanely raised meat and eggs and farmworker welfare

were proud to have received numerous awards for our work from organizations including the international association of culinary professionals the james beard foundat [...]"
